Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Cipla,500087,CIPLA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1506.00,47.65,121650.34,28349.57,7199.40,25.40,25.87,22.36,3.70,0.86,14.72,0.01,17.77,18620.79,1038.58,6902.26,3035.06,6160.12,5.85,1.00,-0.70,0.07,9.98
Cyient,532175,CYIENT,IT - Services,IT Enabled Services,1119.40,41.31,12436.78,7328.40,1018.90,13.90,15.47,22.06,2.23,4.03,8.87,0.08,12.81,2894.00,164.80,1171.20,404.10,596.80,7.75,2.79,-3.81,0.49,42.26
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,Commodity Chemicals,1254.90,42.22,15841.58,10910.95,1942.77,17.81,18.73,16.09,2.43,1.45,7.47,0.68,15.56,1643.01,112.96,1713.47,2332.01,1740.03,8.18,0.34,-0.31,2.71,29.44
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,Pharmaceuticals,1269.30,51.90,105939.63,34310.00,8454.40,24.64,26.18,18.35,2.94,0.48,12.95,0.16,17.96,12851.70,1302.70,9775.40,3532.30,7582.20,7.15,1.26,-0.64,0.75,9.72
Elecon Engg.Co,505700,ELECON,Electrical Equipment,Heavy Electrical Equipment,478.50,40.46,10737.54,2395.16,593.85,24.79,24.38,23.90,4.78,0.57,17.05,0.11,22.96,1254.48,163.56,511.07,210.45,272.19,5.54,0.33,-1.30,0.44,33.22
Engineers India,532178,ENGINERSIN,Construction,Civil Construction,205.35,61.74,11541.54,3566.47,590.69,16.56,16.66,21.48,4.27,0.35,11.39,0.01,23.17,460.76,147.65,499.99,586.19,0.64,6.76,-0.56,-0.13,0.03,19.61
Finolex Cables,500144,FINCABLES,Industrial Products,Cables - Electricals,767.20,51.12,11733.51,5548.00,569.28,10.26,9.69,19.51,2.44,1.87,11.25,0.00,12.39,3425.83,263.43,228.66,268.30,794.03,6.67,0.31,-0.77,0.03,36.23
Five-Star Bus.Fi,543663,FIVESTAR,Finance,Non Banking Financial Company (NBFC),552.70,37.80,16278.87,3065.77,2198.93,71.73,74.26,14.73,2.39,0.44,8.22,1.23,18.65,2095.00,22.74,0.00,29.12,0.00,9.75,2.68,-2.33,3.83,35.01
Gallantt Ispat L,532726,GALLANTT,Industrial Products,Iron & Steel Products,517.95,30.74,12497.15,4331.00,760.61,17.56,16.18,25.36,4.02,0.81,11.96,0.21,15.11,1105.58,32.43,132.12,0.00,470.11,5.18,0.06,0.14,0.98,35.44
GE Shipping Co,500620,GESHIP,Transport Services,Shipping,1096.70,49.19,15657.27,4903.16,2483.47,50.65,50.30,8.77,1.03,0.19,10.90,0.08,14.09,8111.23,689.51,429.16,297.08,267.73,18.09,0.73,0.24,0.60,7.11
Glenmark Pharma.,532296,GLENMARK,Pharmaceuticals & Biotechnology,Pharmaceuticals,2010.60,59.85,56739.29,15955.06,4101.31,25.71,17.65,22.57,5.92,3.61,8.69,0.13,15.79,4493.72,-1811.28,3773.12,2951.33,3280.72,6.97,0.97,0.11,0.32,12.05
Godawari Power,532734,GPIL,Industrial Products,Iron & Steel Products,252.51,56.22,16913.00,5396.61,1123.69,20.82,22.23,22.75,3.23,-1.38,13.86,0.04,17.23,1513.51,101.13,98.78,304.89,862.45,6.47,-0.24,0.12,0.18,12.93
Gujarat Gas,539336,GUJGASLTD,Gas,LPG/CNG/PNG/LNG Supplier,394.00,46.14,27122.57,15906.19,1797.08,11.30,11.57,24.30,3.12,-6.39,9.49,0.02,14.25,179.17,265.07,954.56,647.91,60.84,5.81,-0.03,-0.16,0.10,23.92
H U D C O,540530,HUDCO,Finance,Financial Institution,221.63,51.90,44368.11,11761.56,11460.76,97.44,100.45,15.83,2.46,0.96,2.44,7.03,15.67,-15.68,59.98,1.91,0.00,0.00,6.73,0.66,-0.02,11.02,12.84
HCL Technologies,532281,HCLTECH,IT - Software,Computers - Software & Consulting,1660.90,55.00,450712.64,122427.00,25922.00,21.17,21.79,26.55,6.33,3.03,16.95,0.10,25.00,37284.00,1797.00,20169.00,6721.00,160.00,5.42,1.63,-1.92,0.29,17.46
HDB FINANC SER,544429,HDBFS,Finance,Non Banking Financial Company (NBFC),758.40,52.66,62950.10,17420.50,9794.90,56.23,58.62,29.25,3.25,1.01,2.16,4.68,14.72,-2222.70,0.00,252.10,220.10,0.00,6.30,5.77,-0.94,9.44,14.97
Hero Motocorp,500182,HEROMOTOCO,Automobiles,2/3 Wheelers,5637.00,36.02,112786.00,42175.84,6035.64,14.31,14.15,21.35,5.37,0.90,15.62,0.03,23.06,8723.11,1831.42,4252.77,7620.41,2629.42,6.22,-1.45,1.71,0.10,11.78
Home First Finan,543259,HOMEFIRST,Finance,Housing Finance Company,1115.50,41.44,11592.63,1751.54,1394.24,79.60,80.29,25.60,2.88,0.94,3.51,2.40,16.46,1400.30,6.41,6.46,15.92,0.00,6.94,6.95,2.80,6.98,26.56
I O B,532388,IOB,Banks,Public Sector Bank,33.93,22.24,65337.61,29979.65,18570.68,61.94,59.02,15.33,1.88,0.61,0.89,11.07,11.02,24922.19,5725.00,0.00,0.00,0.00,5.64,1.88,0.27,15.87,37.79
IDBI Bank,500116,IDBI,Banks,Private Sector Bank,101.37,58.33,108997.10,28937.85,20399.04,70.49,70.28,11.74,1.60,0.26,1.97,4.81,13.55,30305.60,6543.01,0.00,0.00,0.00,6.47,-0.04,-0.07,12.16,5.25
IIFL Capital,542773,IIFLCAPS,Capital Markets,Stockbroking & Allied,325.25,53.27,10110.97,2309.18,865.20,37.47,44.24,17.29,3.59,0.55,8.57,0.62,31.58,2076.38,138.55,75.09,7.22,0.00,12.12,0.12,-0.31,1.85,15.97
Indiamart Inter.,542726,INDIAMART,Retailing,Internet & Catalogue Retail,2216.20,38.89,13316.51,1472.50,479.20,32.54,34.12,24.76,6.22,1.17,13.93,0.01,26.92,1578.10,256.30,4.40,36.40,0.00,5.30,-2.30,2.32,0.04,20.82
Indian Bank,532814,INDIANB,Banks,Public Sector Bank,778.45,38.82,104854.41,64543.17,44355.43,68.72,68.06,8.90,1.36,0.22,1.35,10.65,17.09,43625.03,9828.83,0.00,0.00,0.00,6.16,0.57,0.14,14.91,13.37
Indian Renewable,544026,IREDA,Finance,Financial Institution,140.99,55.00,39607.35,7606.77,6753.23,88.78,93.03,22.99,3.07,0.59,2.39,5.41,18.05,-1147.39,23.92,5.22,4.91,0.00,6.20,-0.38,-0.12,10.38,39.84
Indraprastha Gas,532514,IGL,Gas,LPG/CNG/PNG/LNG Supplier,193.53,47.39,27094.23,15643.80,1806.61,11.55,13.36,16.97,2.41,3.81,11.10,0.01,16.39,894.60,713.67,854.11,1130.48,58.49,8.25,0.09,0.39,0.05,15.56
Infosys,500209,INFY,IT - Software,Computers - Software & Consulting,1656.10,64.40,671493.55,169458.00,40467.00,23.88,24.07,23.88,6.66,3.70,18.62,0.08,28.83,59369.00,4073.00,33968.00,3839.00,0.00,6.13,2.11,-2.34,0.22,16.48
ITC,500875,ITC,Diversified FMCG,Diversified FMCG,404.15,50.71,506357.91,78551.59,26392.45,33.60,34.30,25.10,7.12,2.76,22.16,0.01,27.32,31741.61,17684.49,6503.38,5157.96,18762.59,5.46,0.50,-0.59,0.01,14.28
J & K Bank,532209,J&KBANK,Banks,Private Sector Bank,98.52,37.71,10848.85,12985.51,8892.98,68.48,69.38,5.19,0.73,0.08,1.28,10.34,15.77,17797.09,1058.33,0.00,0.00,0.00,6.28,-0.11,-0.16,15.52,15.97
Jindal Saw,500378,JINDALSAW,Industrial Products,Iron & Steel Products,166.12,50.60,10623.51,18636.17,2796.81,15.01,16.58,7.73,0.88,0.12,7.13,0.43,16.31,3482.24,125.62,3073.75,2125.19,5528.69,14.80,-0.42,0.23,2.25,44.98
L T Foods,532783,LTFOODS,Agricultural Food & other Products,Other Agricultural Products,400.95,49.59,13923.11,9732.83,1082.95,11.13,11.27,21.89,3.33,0.80,9.06,0.43,16.70,2622.59,104.75,846.20,810.83,3538.72,6.46,1.12,-0.03,1.85,22.68
LIC Housing Fin.,500253,LICHSGFIN,Finance,Housing Finance Company,539.45,47.62,29673.15,28804.92,27033.67,93.85,94.28,5.37,0.77,0.16,1.80,7.08,16.05,-2129.25,1.37,3.97,66.28,0.00,8.93,-0.06,-0.08,10.13,16.57
Lupin,500257,LUPIN,Pharmaceuticals & Biotechnology,Pharmaceuticals,2112.40,59.99,96494.18,24750.69,6745.64,27.25,23.24,22.31,4.91,0.37,12.41,0.32,20.62,9445.32,279.70,6290.15,3407.15,5954.96,5.76,1.01,-0.75,1.08,12.11
Mahanagar Gas,539957,MGL,Gas,LPG/CNG/PNG/LNG Supplier,1136.60,41.25,11227.08,7753.14,1531.45,19.75,21.81,11.33,1.81,0.63,12.67,0.03,17.72,144.71,153.50,486.48,389.89,60.70,11.76,0.37,-1.89,0.16,28.38
Motil.Oswal.Fin.,532892,MOTILALOFS,Capital Markets,Stockbroking & Allied,863.35,42.74,51868.48,7769.82,3900.66,50.20,54.51,25.62,4.03,1.06,7.64,1.22,25.25,3947.62,61.82,1706.74,15.89,0.00,6.45,0.40,0.23,4.07,21.31
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,908.50,53.13,16272.13,4387.70,1737.10,39.59,49.58,10.58,1.88,0.08,24.23,0.03,28.00,5266.70,404.30,1718.90,512.60,818.00,13.63,0.06,-1.43,0.14,36.02
Nava,513023,NAVA,Power,Power Generation,555.35,47.83,15716.48,4017.64,1735.07,43.19,46.07,16.99,1.94,0.70,13.70,0.20,15.03,3931.02,134.34,943.89,128.62,687.52,9.73,0.06,0.12,1.06,24.47
NLC India,513683,NLCINDIA,Power,Power Generation,249.93,55.91,34656.21,16251.48,4230.82,26.03,30.98,13.26,1.74,0.27,4.68,1.22,14.47,-1774.41,2301.46,2990.61,1818.42,1944.26,7.56,-0.39,0.30,5.53,14.51
NTPC,532555,NTPC,Power,Power Generation,324.10,49.85,314268.95,186754.31,53490.38,28.64,28.91,13.23,1.64,1.57,4.26,1.33,12.13,-13789.34,11139.02,31750.32,10231.93,16854.12,8.24,0.01,0.31,5.51,12.75
Nuvama Wealth,543988,NUVAMA,Capital Markets,Stockbroking & Allied,1493.50,57.20,27152.75,4411.52,2361.48,53.53,53.34,26.47,7.11,0.50,4.04,2.37,30.87,5745.99,21.24,836.94,1909.55,0.00,10.31,1.24,-0.84,3.94,12.25
O N G C,500312,ONGC,Oil,Oil Exploration & Production,234.53,38.89,295045.29,657927.61,98563.11,14.98,14.52,8.06,0.80,-0.98,5.15,0.48,10.63,-20933.20,11878.24,21037.36,38229.06,55460.72,17.31,0.11,-0.10,2.40,14.25
Oberoi Realty,533273,OBEROIRLTY,Realty,"Residential, Commercial Projects",1680.60,54.33,61106.99,5327.81,3014.84,56.59,58.70,27.36,3.65,0.98,10.23,0.18,14.67,12364.24,285.90,244.39,517.78,9606.36,5.10,3.05,-3.30,0.95,28.27
Oil India,533106,OIL,Oil,Oil Exploration & Production,402.75,41.54,65511.63,33468.01,9784.51,29.24,35.19,10.97,1.16,1.96,7.08,0.64,13.26,7670.00,2385.41,3610.81,1925.03,4722.94,10.55,0.80,-0.60,3.69,18.56
Oracle Fin.Serv.,532466,OFSS,IT - Software,Software Products,7777.00,38.65,67673.04,7072.50,3080.10,43.55,44.93,28.52,9.18,3.57,24.01,0.00,29.34,5830.60,290.40,1431.40,68.70,0.00,5.25,-0.05,0.11,0.01,41.17
Paradeep Phosph.,543530,PARADEEP,Fertilizers & Agrochemicals,Fertilizers,159.05,49.64,16508.90,18974.64,1920.21,10.12,9.20,16.89,2.02,1.65,5.19,0.87,14.14,1306.36,153.11,4023.97,4918.56,4821.43,8.06,-3.62,1.04,3.17,32.14
PCBL Chemical,506590,PCBL,Chemicals & Petrochemicals,Carbon Black,304.25,28.35,11971.10,8375.11,1200.21,14.33,15.91,34.28,2.97,31.16,3.76,1.36,12.46,-501.60,48.19,1756.89,1672.04,1071.59,5.25,0.45,0.28,5.91,35.47
Petronet LNG,532522,PETRONET,Gas,LPG/CNG/PNG/LNG Supplier,281.70,61.71,42255.00,47431.60,5035.24,10.62,10.84,11.52,2.00,2.46,14.92,0.12,21.16,12090.29,843.92,2494.88,1838.76,1277.29,15.12,0.79,-1.01,0.50,19.40
PNB Housing,540173,PNBHOUSING,Finance,Housing Finance Company,943.80,57.89,24586.80,8184.49,7690.21,93.96,92.72,11.19,1.37,0.34,2.52,3.62,12.27,781.46,27.79,31.03,22.83,0.00,8.82,2.69,-5.57,8.51,17.35
Power Fin.Corpn.,532810,PFC,Finance,Financial Institution,354.60,50.71,117021.61,113492.35,109205.64,96.22,96.42,4.73,0.92,0.26,2.75,7.88,21.01,18683.87,145.09,293.09,193.17,0.00,9.87,-0.07,0.18,9.16,25.32
Power Grid Corpn,532898,POWERGRID,Power,Power - Transmission,265.45,45.44,246884.53,46180.55,37884.28,82.04,84.81,16.24,2.50,5.86,5.91,1.37,17.00,-3892.53,2090.92,9766.44,661.04,1883.52,7.27,0.84,-0.84,5.00,17.56
Punjab Natl.Bank,532461,PNB,Banks,Public Sector Bank,120.37,50.83,138340.56,129502.98,95371.61,73.64,72.67,8.12,0.97,0.12,1.07,12.22,15.17,189158.58,17765.09,0.00,0.00,0.00,6.25,0.48,0.15,15.36,5.81
Ratnamani Metals,520111,RATNAMANI,Industrial Products,Iron & Steel Products,2311.90,39.94,16204.57,5374.76,905.36,16.84,15.88,26.72,4.19,1.41,12.11,0.06,16.01,2182.63,85.00,924.46,325.39,1220.41,5.31,-0.39,-0.13,0.28,30.57
REC Ltd,532955,RECLTD,Finance,Financial Institution,357.10,57.51,94032.43,59513.92,57456.60,96.54,96.18,5.45,1.13,0.33,2.73,6.18,21.51,12770.98,126.06,264.89,2.75,0.00,9.52,0.35,-1.19,8.97,34.44
Rites,541556,RITES,Construction,Civil Construction,252.65,68.24,12142.45,2229.67,546.71,24.52,24.48,29.54,4.61,-3.19,7.19,0.00,14.66,1683.54,129.85,901.51,265.57,86.91,6.75,0.02,0.04,0.01,20.09
S C I,523598,SCI,Transport Services,Shipping,224.90,48.95,10475.84,5295.70,1617.45,30.54,31.49,13.03,1.23,-13.30,7.02,0.33,10.53,2033.73,401.74,1216.72,862.24,153.16,8.10,0.01,0.35,2.77,19.82
Sarda Energy,504614,SARDAEN,Ferrous Metals,Iron & Steel,523.15,56.31,18434.83,5718.87,1768.53,30.92,26.65,17.34,2.63,-3.26,8.51,0.38,13.44,3061.27,193.92,305.74,207.61,684.61,7.94,-0.94,0.31,1.64,18.25
SBFC Finance,543959,SBFC,Finance,Non Banking Financial Company (NBFC),104.49,43.40,11457.04,1492.95,1021.28,68.41,68.63,29.19,3.33,0.39,4.41,1.80,11.58,354.36,1.02,30.88,13.70,0.00,5.85,1.22,-0.11,6.16,15.05
Sun TV Network,532733,SUNTV,Entertainment,TV Broadcasting & Software Production,572.10,56.75,22545.58,4359.52,2229.72,51.15,53.03,13.59,1.83,3.55,14.47,0.01,15.69,7059.03,659.63,1466.40,424.29,0.00,9.79,-0.16,-0.20,0.07,18.50
Tata Power Co.,500400,TATAPOWER,Power,Integrated Power Utilities,379.55,44.26,121279.11,66066.92,13014.41,19.70,18.58,30.01,3.22,1.46,3.05,1.86,10.97,-11313.90,2802.54,6798.91,7209.85,5251.53,6.22,0.39,0.14,6.19,8.94
TCS,532540,TCS,IT - Software,Computers - Software & Consulting,3280.00,61.57,1186732.71,257688.00,68867.00,26.72,26.40,23.60,11.15,2.88,32.07,0.10,52.38,79215.00,3663.00,54182.00,14246.00,26.00,5.76,0.69,-1.15,0.16,24.13
Torrent Power,532779,TORNTPOWER,Power,Integrated Power Utilities,1299.20,53.54,65467.15,28738.09,5231.02,18.20,18.25,21.89,3.48,0.46,8.28,0.55,19.03,2117.26,468.80,3440.93,2281.23,778.98,5.50,0.75,-0.97,2.51,20.78
TVS Holdings,520056,TVSHLTD,Finance,Investment Company,14091.00,41.73,28509.06,50450.82,7970.31,15.80,15.21,19.80,5.16,0.54,4.78,6.25,30.20,-1080.43,64.53,2216.37,9263.55,2544.80,11.72,-0.15,0.17,5.09,13.54
Ujjivan Small,542904,UJJIVANSFB,Banks,Other Bank,53.03,48.32,10279.67,6465.58,2517.15,38.93,46.40,24.65,1.65,0.44,1.65,6.77,12.42,2594.80,947.20,0.00,0.00,0.00,6.92,3.31,-2.50,12.17,5.81
Union Bank (I),532477,UNIONBANK,Banks,Public Sector Bank,150.22,46.24,114672.02,109143.51,73474.88,67.32,67.96,6.20,0.91,0.12,1.24,10.38,17.05,112599.00,21257.19,0.00,0.00,0.00,6.96,-0.23,0.16,13.79,6.20
UTI AMC,543238,UTIAMC,Capital Markets,Asset Management Company,1124.90,42.30,14450.08,1758.93,919.11,52.25,59.52,24.57,3.29,2.23,14.79,0.00,16.28,147.23,7.48,104.18,55.43,0.00,6.26,0.24,-0.08,0.00,24.75
Welspun Corp,532144,WELCORP,Industrial Products,Iron & Steel Products,806.90,43.14,21285.27,15463.58,2010.74,13.00,12.05,12.00,2.60,0.30,8.93,0.19,18.59,2174.29,1271.79,1629.25,2650.10,5152.72,11.18,0.17,-0.34,0.63,18.87
Wipro,507685,WIPRO,IT - Software,Computers - Software & Consulting,266.30,62.87,279261.32,89654.90,17769.30,19.82,20.23,20.69,3.26,9.03,10.82,0.19,16.59,42836.50,4256.40,11862.60,6085.90,74.00,6.82,0.08,0.29,0.84,17.96
