Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aptus Value Hou.,543335,APTUS,Finance,337.40,16868.01,1750.41,1479.42,84.52,84.52,22.43,3.88,0.84,7.42,1.59,18.58,457.05,47.99,0.00,3.55,0.00,6.28,6.16,2.67,4.54,16.01
AU Small Finance,540611,AUBANK,Banks,732.30,54586.39,16673.13,8607.88,51.63,53.37,25.04,3.21,1.08,1.58,7.92,14.19,7006.29,2827.65,0.00,210.84,0.00,6.24,1.70,2.10,11.89,12.93
Aurobindo Pharma,524804,AUROPHARMA,Pharmaceuticals & Biotechnology,1123.00,65800.90,31723.73,6551.10,20.65,20.65,18.83,1.99,2.32,7.37,0.25,11.15,18942.13,621.85,5745.93,4188.85,10543.72,8.46,0.70,-0.95,1.50,29.48
Authum Invest,539177,AIIL,Finance,2707.50,45985.57,4361.23,3991.81,91.53,89.63,11.22,3.14,0.13,31.27,0.04,34.12,-62.92,44.57,16.31,0.00,0.00,8.40,0.06,0.53,0.13,6.57
Axis Bank,532215,AXISBANK,Banks,1087.85,337393.33,128563.88,78314.42,60.91,63.58,12.10,1.80,0.47,1.78,7.43,16.30,90167.24,29958.10,0.00,6193.80,0.00,6.50,0.35,-0.13,12.85,15.13
Bajaj Finance,500034,BAJFINANCE,Finance,913.20,567488.88,73107.06,50059.96,68.47,68.79,32.61,5.87,0.98,3.99,3.74,19.22,12937.90,59.18,1913.11,1878.04,0.00,5.21,-0.26,0.26,7.34,6.70
Bajaj Finserv,532978,BAJAJFINSV,Finance,1986.10,317380.73,137779.99,51699.34,37.52,37.01,33.32,4.33,1.33,2.96,4.92,13.39,-121431.86,29.53,8319.35,7964.85,0.00,7.70,1.10,0.87,7.05,6.97
Bandhan Bank,541153,BANDHANBNK,Banks,178.40,28739.83,21888.01,10207.15,46.63,50.64,14.06,1.20,0.08,1.49,6.66,11.94,0.00,3132.05,0.00,0.00,0.00,7.23,0.16,1.61,12.17,19.75
Bank of Baroda,532134,BANKBARODA,Banks,243.50,125922.69,127944.77,82411.47,64.41,64.41,6.09,0.87,0.16,1.18,11.14,15.53,128219.02,24939.37,0.00,3706.52,0.00,6.20,0.82,-0.90,15.42,8.78
Bank of India,532149,BANKINDIA,Banks,113.00,51445.14,71307.71,50651.34,71.03,71.03,5.51,0.65,0.13,0.94,11.69,12.35,89669.99,9317.43,0.00,1607.78,0.00,6.26,0.07,-0.35,15.95,13.31
Bank of Maha,532525,MAHABANK,Banks,56.72,43626.43,26126.89,16663.95,63.78,62.68,7.53,1.53,0.11,1.64,11.53,22.81,37828.80,3386.14,0.00,663.37,0.00,5.93,-0.27,0.17,16.51,19.85
Birlasoft Ltd,532400,BSOFT,IT - Software,396.10,11011.69,5375.24,697.50,12.98,12.98,21.71,3.15,6.37,12.12,0.04,15.59,959.77,108.48,980.16,235.33,10.39,6.61,-2.11,0.70,0.21,46.14
Can Fin Homes,511196,CANFINHOME,Finance,771.00,10266.09,3967.50,3646.06,91.90,92.24,11.67,2.01,0.53,2.21,6.92,18.22,-50.37,1.38,0.93,6.08,0.00,8.07,-0.13,-0.04,9.65,18.99
Canara Bank,532483,CANBK,Banks,110.65,100366.70,123951.13,75867.53,61.21,62.10,5.47,0.97,0.13,1.08,14.67,17.75,162006.81,31349.49,0.00,2572.54,0.00,6.98,-0.44,0.84,14.18,7.25
Capri Global,531595,CGCL,Finance,182.20,17521.03,3247.50,2005.29,61.75,61.75,36.62,3.54,1.12,2.66,3.62,11.76,867.22,3.34,58.78,102.53,0.00,5.94,6.01,3.74,8.17,21.36
Castrol India,500870,CASTROLIND,Petroleum Products,222.50,22008.01,5461.61,1291.77,23.65,23.83,23.29,9.62,3.51,26.09,0.04,41.83,1312.61,96.71,437.69,703.65,524.21,6.06,0.35,-0.33,0.06,21.77
CEAT,500878,CEATLTD,Auto Components,3377.40,13661.61,13554.46,1478.99,10.91,11.15,29.89,3.13,0.38,4.65,0.49,11.72,-654.90,-24.23,1653.31,2740.19,1411.53,5.84,-1.45,2.11,2.34,16.59
Central Bank,532885,CENTRALBK,Banks,36.80,33309.16,34053.81,19718.00,57.90,57.65,7.87,0.92,0.14,0.85,11.80,11.43,38551.56,6575.73,0.00,948.92,0.00,5.85,-0.81,-0.30,16.60,45.13
CESC,500084,CESC,Power,173.60,23011.80,17001.00,2689.00,15.82,15.82,16.80,1.92,44.21,3.65,1.50,11.67,4766.00,1622.00,2428.00,1588.00,725.00,8.36,0.28,-0.08,5.79,18.38
Chambal Fert.,500085,CHAMBLFERT,Fertilizers & Agrochemicals,538.10,21559.02,16646.20,2483.47,14.92,14.92,13.04,2.49,6.69,14.40,0.01,20.62,2452.88,346.81,367.92,630.27,1802.29,11.32,1.98,-3.07,0.04,27.52
Chola Financial,504973,CHOLAHLDNG,Finance,1980.10,37181.81,33196.06,18927.50,57.02,57.02,17.09,2.99,0.60,2.36,13.93,19.11,-8003.21,261.85,204.19,2289.25,0.00,9.30,-0.37,0.64,9.23,13.87
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,1504.80,126580.30,25845.98,18174.03,70.32,70.32,29.71,5.24,1.16,2.38,7.40,19.71,7527.49,309.48,204.19,236.94,0.00,6.16,0.56,-0.27,9.60,10.66
CIE Automotive,532756,CIEINDIA,Auto Components,415.45,15760.63,8886.21,1301.88,14.65,15.07,20.20,2.31,0.73,8.47,0.07,13.15,1366.08,126.54,1268.42,1661.71,1110.20,6.67,0.57,-0.23,0.45,31.66
Cipla,500087,CIPLA,Pharmaceuticals & Biotechnology,1534.90,123981.78,27811.15,7190.24,25.85,25.87,24.09,3.98,0.93,14.72,0.01,17.76,10657.50,960.24,5506.37,2837.49,5642.11,5.71,1.09,-1.04,0.06,9.82
City Union Bank,532210,CUB,Banks,208.80,15472.27,5834.04,4118.49,70.59,70.59,13.79,1.65,0.99,1.51,6.94,12.58,5422.25,898.06,0.00,472.76,0.00,6.32,2.16,-0.66,13.31,10.27
Cyient,532175,CYIENT,IT - Services,1248.00,13863.12,7396.50,1101.60,14.89,15.47,22.17,2.57,4.05,8.87,0.10,12.81,2818.00,145.20,1406.70,393.40,576.60,7.52,1.50,-2.48,0.53,42.15
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,1540.75,19450.02,10274.42,1924.72,18.73,18.73,20.89,3.18,1.77,7.58,0.67,16.03,1887.85,80.82,1617.21,1713.58,1068.80,6.71,0.94,0.52,2.59,13.37
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,1277.10,106584.40,33519.90,8521.00,25.42,26.18,18.87,3.24,0.50,12.95,0.14,17.96,12543.80,1286.10,9042.00,2647.80,7108.50,7.43,1.10,-0.42,0.58,10.16
Engineers India,532178,ENGINERSIN,Construction,230.10,12932.62,3087.59,512.25,16.59,16.59,22.34,4.88,0.36,11.59,0.01,23.55,487.83,160.26,444.43,475.94,0.70,5.32,3.54,0.38,0.03,14.29
Federal Bank,500469,FEDERALBNK,Banks,207.40,50965.85,28106.08,19294.93,68.65,68.65,12.25,1.50,0.43,1.25,9.15,12.87,0.00,3924.17,0.00,0.00,0.00,6.67,-0.90,0.58,13.61,5.73
Finolex Cables,500144,FINCABLES,Industrial Products,898.00,13734.02,5318.89,541.28,10.18,10.18,19.60,2.47,3.67,11.76,0.00,13.42,3427.78,429.45,242.56,241.72,717.03,6.63,-0.50,0.10,0.02,44.26
Five-Star Bus.Fi,543663,FIVESTAR,Finance,688.80,20281.20,2847.84,2110.77,74.12,74.12,18.93,3.20,0.57,8.22,1.26,18.65,2072.20,18.18,0.00,26.72,0.00,7.76,0.39,-0.62,3.77,27.01
G M D C,532181,GMDCLTD,Minerals & Mining,433.45,13783.71,2850.84,637.49,22.36,22.36,20.12,2.19,1.30,9.07,0.02,10.95,1967.55,354.71,84.99,235.66,91.33,6.44,0.03,0.10,0.14,8.25
G R Infraproject,543317,GRINFRA,Construction,1245.40,12048.00,7394.70,1636.25,22.13,22.13,11.76,1.45,1.64,7.36,0.59,12.73,3633.54,392.97,224.72,875.27,538.01,10.93,0.11,0.04,2.77,31.19
GAIL (India),532155,GAIL,Gas,184.00,120981.81,141903.49,15431.82,10.87,10.87,11.45,1.43,-2.38,8.20,0.25,13.04,6178.56,5210.91,9436.44,7759.85,6249.92,10.11,-0.09,0.12,1.50,25.31
Godawari Power,532734,GPIL,Industrial Products,188.30,12602.11,5375.73,1193.71,22.21,22.21,15.52,2.64,-0.94,13.89,0.06,17.27,1633.92,108.89,132.34,459.95,931.82,9.11,0.24,-0.07,0.27,25.75
Granules India,532482,GRANULES,Pharmaceuticals & Biotechnology,468.20,11360.63,4481.61,947.72,21.15,21.15,23.63,2.99,4.78,8.21,0.39,13.86,2096.38,41.19,942.22,726.07,1342.82,5.92,1.07,-1.90,1.98,35.38
H U D C O,540530,HUDCO,Finance,218.05,43651.36,10311.29,10357.66,100.45,100.45,16.12,2.49,0.98,2.44,5.97,15.67,628.32,37.09,1.84,0.00,0.00,6.82,0.57,-0.50,10.33,32.18
HCL Technologies,532281,HCLTECH,IT - Software,1491.10,404634.56,119347.00,25746.00,21.57,21.79,23.80,5.84,2.63,17.01,0.09,25.22,37638.00,1838.00,19523.00,3016.00,133.00,5.94,0.73,-0.59,0.27,25.90
HDB FINANC SER,544429,HDBFS,Finance,760.40,63080.31,16300.28,9555.38,58.62,58.62,28.96,,1.00,2.16,5.52,14.72,-3803.99,0.20,225.17,452.68,0.00,6.18,,,9.34,14.74
Hero Motocorp,500182,HEROMOTOCO,Automobiles,4222.00,84446.65,40923.42,5788.87,14.15,14.15,19.80,4.41,0.83,15.62,0.04,23.05,-174.36,1039.93,3381.29,5699.66,2013.34,6.79,-0.12,-0.38,0.12,32.41
Hindalco Inds.,500440,HINDALCO,Non - Ferrous Metals,693.70,155890.10,238496.00,31805.00,13.34,13.34,9.38,1.26,1.25,6.70,0.52,14.47,42474.00,1832.00,19834.00,40632.00,48801.00,12.72,0.25,-0.55,2.40,10.22
Hindustan Zinc,500188,HINDZINC,Non - Ferrous Metals,437.60,184899.96,33562.00,17161.00,51.13,50.92,18.20,13.90,6.97,30.27,0.82,72.52,5265.00,918.00,112.00,2208.00,1882.00,7.26,0.67,-0.07,0.76,34.13
I O B,532388,IOB,Banks,38.25,73656.45,28981.53,17080.75,58.94,59.02,19.25,2.18,0.77,0.89,10.99,11.02,0.00,5993.02,0.00,0.00,0.00,5.39,-0.22,-0.14,16.09,47.31
IDBI Bank,500116,IDBI,Banks,93.30,100319.93,29273.85,19604.77,66.97,70.28,12.65,1.66,0.28,1.97,5.35,13.55,36651.88,5756.27,0.00,1896.87,0.00,6.13,-0.03,0.08,13.01,13.60
INDIA SHELTE FIN,544044,INDIASHLTR,Finance,933.00,10077.10,1164.51,845.18,72.58,72.58,26.72,3.75,0.62,5.57,1.84,15.07,453.51,10.15,0.38,9.02,0.00,5.67,-0.85,1.03,5.89,7.78
Indian Renewable,544026,IREDA,Finance,153.30,43065.55,7179.45,6333.03,88.21,93.03,27.53,4.03,0.71,2.39,6.31,18.05,-1648.80,24.18,5.93,9.11,0.00,5.85,2.44,0.30,10.25,43.21
Indraprastha Gas,532514,IGL,Gas,200.70,28098.03,14927.80,1973.28,13.22,13.22,16.42,2.67,2.95,11.49,0.01,16.92,346.58,695.41,706.70,934.57,48.76,8.17,-2.19,2.15,0.04,29.65
Indus Towers,534816,INDUSTOWER,Telecom - Services,392.50,105776.23,30122.80,20844.70,69.20,69.20,10.64,3.28,0.62,16.69,0.65,33.36,7819.90,345.80,4767.50,2445.00,7.60,11.60,-0.25,1.09,1.43,14.80
Infosys,500209,INFY,IT - Software,1519.00,631034.04,165954.00,39741.00,23.95,24.07,23.12,6.80,3.58,18.62,0.09,28.83,54756.00,3803.00,32414.00,3616.00,0.00,6.19,1.07,-0.97,0.22,24.31
ITC,500875,ITC,Diversified FMCG,409.50,512779.25,75323.34,25839.45,34.30,34.30,25.86,7.32,2.84,22.16,0.00,27.32,13419.00,17794.88,4719.67,4807.30,15637.56,5.27,1.72,-1.89,0.01,17.35
J & K Bank,532209,J&KBANK,Banks,109.15,12019.34,12541.08,8533.00,68.04,68.04,5.79,0.86,0.09,1.29,10.62,15.77,0.00,1146.94,0.00,0.00,0.00,6.21,-0.82,0.37,15.59,11.83
Jindal Saw,500378,JINDALSAW,Industrial Products,223.00,14261.11,20828.89,3454.17,16.58,16.58,9.60,1.26,0.17,7.13,0.43,13.70,6196.37,120.30,3563.82,2522.22,4920.51,16.00,0.37,-1.87,1.62,41.90
Jindal Stain.,532508,JSL,Ferrous Metals,656.00,54039.29,39312.21,4622.93,11.76,11.76,21.64,3.23,-3.26,7.49,0.38,16.14,5544.88,283.79,3107.01,9139.88,9700.28,6.73,0.18,-0.11,1.62,18.31
Karur Vysya Bank,590003,KARURVYSYA,Banks,260.30,20958.97,9957.10,6418.90,64.47,63.85,10.46,1.74,0.25,1.73,8.66,17.68,0.00,1893.41,0.00,0.00,0.00,7.06,0.60,0.29,12.43,6.22
Kirloskar Oil,533293,KIRLOSENG,Industrial Products,916.05,13306.05,6349.13,1184.81,18.66,18.66,30.93,4.28,0.81,4.59,1.89,14.94,2453.51,89.63,695.86,708.31,591.30,5.80,0.62,-0.67,5.43,34.80
L T Foods,532783,LTFOODS,Agricultural Food & other Products,489.95,17013.58,9074.88,1002.78,11.05,11.27,27.35,4.39,0.99,9.09,0.33,16.76,3330.46,132.27,752.00,1772.58,4360.32,5.17,1.06,0.36,1.34,5.52
Larsen & Toubro,500510,LT,Construction,3447.00,474086.38,255734.45,34335.33,13.43,13.43,31.22,4.82,1.36,4.98,1.36,16.55,36298.39,3289.42,53713.68,52459.34,7670.55,5.75,0.77,-0.47,3.92,13.03
LIC Housing Fin.,500253,LICHSGFIN,Finance,603.10,33174.29,28110.08,26501.43,94.28,94.28,6.15,0.92,0.18,1.80,7.45,16.05,-4666.21,3.56,11.62,216.24,0.00,8.71,0.86,-1.30,10.25,25.50
M & M Fin. Serv.,532720,M&MFIN,Finance,252.70,35124.56,19138.19,12018.27,62.80,63.11,15.34,1.66,0.58,1.69,5.53,10.89,4461.21,117.09,246.69,1440.65,0.00,7.91,1.02,-1.35,10.09,24.28
Mahanagar Gas,539957,MGL,Gas,1376.00,13591.82,7309.97,1576.66,21.57,21.81,12.59,2.35,0.61,13.54,0.03,18.94,79.65,182.54,345.62,415.41,48.92,10.33,-1.30,1.72,0.11,30.80
Marksans Pharma,524404,MARKSANS,Pharmaceuticals & Biotechnology,228.00,10332.14,2622.85,528.66,20.16,20.16,27.29,4.18,1.00,12.91,0.13,16.77,1784.62,70.35,540.04,305.70,845.52,5.09,0.95,-2.30,0.63,36.44
Maruti Suzuki,532500,MARUTI,Automobiles,12377.30,389145.48,152913.00,20156.30,13.18,13.18,26.84,4.01,0.37,11.73,0.00,15.95,-1017.90,5266.10,6539.70,20501.50,6913.20,5.02,-0.31,0.24,0.00,9.52
Motil.Oswal.Fin.,532892,MOTILALOFS,Capital Markets,903.50,54165.80,8758.54,4873.50,55.64,54.51,19.55,4.88,0.81,7.64,1.33,25.25,6175.79,62.44,2403.60,5320.76,0.00,8.26,-0.27,1.28,3.06,15.08
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals & Biotechnology,972.50,17418.54,4429.50,2196.00,49.58,49.58,9.21,2.28,0.07,24.24,0.04,27.98,4601.30,354.50,1246.60,274.90,765.80,14.47,0.17,-1.97,0.12,40.67
Nava,513023,NAVA,Power,611.00,17731.31,3983.55,1835.17,46.07,46.07,16.15,2.28,0.67,13.70,0.12,15.03,2969.19,149.89,1409.25,168.39,817.68,8.98,0.21,0.52,0.55,9.33
NLC India,513683,NLCINDIA,Power,237.00,32863.24,15282.96,4840.23,31.67,31.67,12.53,1.81,0.25,4.81,1.20,14.87,1217.10,1672.73,3141.45,1898.00,1912.65,8.25,-0.38,0.04,4.85,21.39
NMDC,526371,NMDC,Minerals & Mining,71.20,62597.72,23905.52,8148.67,34.09,34.09,9.55,2.14,-0.83,17.04,0.14,23.60,17982.17,1592.39,7744.61,321.46,2637.72,16.03,-0.64,0.49,0.46,14.27
NTPC,532555,NTPC,Power,333.60,323480.76,188138.06,54127.57,28.77,28.77,13.89,1.78,1.10,4.77,1.36,13.59,38838.95,8640.02,34720.30,11159.96,18722.26,8.00,1.70,-1.70,5.51,25.61
Nuvama Wealth,543988,NUVAMA,Capital Markets,7355.90,26485.03,4158.26,2216.21,53.30,53.30,26.87,7.57,0.51,4.04,2.25,30.86,6293.84,18.42,749.81,6043.52,0.00,13.75,0.55,0.56,3.66,13.56
O N G C,500312,ONGC,Oil,240.60,302681.51,663262.31,88860.71,13.40,13.40,8.28,0.90,-1.02,5.23,0.55,10.68,32899.81,13278.07,21227.80,38975.53,58956.33,14.31,-0.08,-0.03,2.80,30.26
Oil India,533106,OIL,Oil,435.00,70757.34,32512.48,11157.63,34.32,34.32,10.78,1.46,1.84,7.15,0.62,13.35,6103.63,1666.29,3281.69,2305.51,5044.09,10.93,0.10,-0.35,2.92,43.35
Petronet LNG,532522,PETRONET,Gas,303.00,45450.00,50982.03,5524.15,10.84,10.84,11.45,2.29,2.33,15.04,0.13,21.31,11622.72,772.97,3266.89,2563.04,1204.42,13.83,-0.32,0.27,0.48,21.28
PNB Housing,540173,PNBHOUSING,Finance,1009.35,26256.56,7884.11,7344.04,93.15,92.70,12.85,1.62,0.39,2.52,3.70,12.27,787.38,25.71,49.85,24.63,0.00,8.48,8.11,2.73,8.53,16.04
Power Fin.Corpn.,532810,PFC,Finance,415.30,137053.26,106501.62,103260.74,96.96,96.96,5.96,1.17,0.33,2.75,8.25,21.01,14512.20,97.08,274.06,152.15,0.00,9.38,-0.06,-0.18,9.41,26.69
Power Grid Corpn,532898,POWERGRID,Power,291.45,271066.12,45792.32,38955.11,85.07,85.07,17.52,2.98,5.31,6.01,1.41,17.26,10374.31,1943.37,7964.75,620.44,1802.52,7.01,0.19,-0.29,4.68,20.42
Punjab Natl.Bank,532461,PNB,Banks,108.25,124411.17,124009.85,90116.89,72.67,72.67,6.69,0.96,0.10,1.07,12.64,15.17,171247.77,17559.94,0.00,4430.52,0.00,6.10,0.39,-0.19,15.77,15.95
REC Ltd,532955,RECLTD,Finance,400.60,105486.92,58043.68,56365.13,97.11,96.17,6.25,1.36,0.38,2.73,6.33,21.50,5415.84,140.23,235.13,133.75,0.00,9.41,0.72,-1.32,8.79,38.43
Rites,541556,RITES,Construction,264.20,12697.56,2217.81,515.00,23.22,23.22,32.96,4.78,-3.56,7.19,0.00,14.66,1700.17,117.94,739.97,364.28,78.08,5.83,-0.02,0.14,0.02,31.47
S C I,523598,SCI,Transport Services,218.30,10168.37,5605.83,1764.28,31.47,31.47,12.02,1.26,-26.71,7.09,0.27,10.64,2482.81,225.16,1192.87,807.74,192.76,8.64,-0.59,1.46,2.15,26.40
Sarda Energy,504614,SARDAEN,Ferrous Metals,434.70,15317.99,4642.85,1237.35,26.65,26.65,21.82,2.48,-4.77,8.71,0.46,13.76,2604.04,172.04,221.04,194.39,808.78,6.29,0.02,0.37,2.51,23.14
SBFC Finance,543959,SBFC,Finance,109.40,11911.72,1305.12,895.65,68.63,68.63,34.48,3.74,0.46,4.41,1.65,11.58,315.95,0.46,14.81,9.46,0.00,5.09,-0.68,0.59,5.98,9.21
Shakti Pumps,531431,SHAKTIPUMP,Industrial Products,901.20,11120.59,2516.24,602.95,23.96,23.96,27.28,9.34,0.32,23.85,0.14,42.61,1064.32,17.09,1048.68,463.98,341.97,5.30,2.09,0.56,0.28,35.54
Shriram Finance,511218,SHRIRAMFIN,Finance,611.00,114914.60,43778.40,31553.83,72.08,72.05,14.03,2.02,0.32,3.04,4.15,15.57,22877.38,1671.87,50.82,298.85,0.00,9.43,0.98,-0.97,7.58,16.35
Shriram Pistons,544344,SHRIPISTON,Auto Components,2402.00,10580.77,3549.83,724.29,20.40,20.40,21.10,4.43,0.46,14.87,0.21,23.20,1643.07,111.40,583.72,410.69,472.32,6.95,0.19,0.58,0.72,8.46
St Bk of India,500112,SBIN,Banks,806.35,744310.94,490937.79,238894.58,48.66,48.66,9.57,1.50,0.32,1.15,12.42,17.20,494623.49,172405.53,0.00,27793.09,0.00,6.18,0.62,-0.61,14.85,9.31
Sun TV Network,532733,SUNTV,Entertainment,575.10,22663.82,4015.09,2127.84,53.00,53.00,12.98,1.98,3.31,14.51,0.01,15.73,7232.06,641.71,1222.44,269.66,0.00,10.02,-0.10,0.04,0.05,37.60
Sundaram Finance,590071,SUNDARMFIN,Finance,4963.00,55140.85,8512.82,6845.77,80.42,80.42,29.74,4.19,1.78,2.66,4.63,15.27,1722.36,50.16,89.87,222.20,0.00,5.72,0.28,-0.19,9.20,10.35
Tata Motors,500570,TATAMOTORS,Automobiles,687.50,253117.61,439695.00,55216.00,12.56,12.56,8.97,2.18,0.14,7.65,0.62,28.08,-9877.00,11774.00,13248.00,97368.00,47269.00,13.66,0.05,-0.67,1.82,41.69
Tata Power Co.,500400,TATAPOWER,Power,394.50,126056.09,65478.24,12165.59,18.58,18.58,33.72,3.58,1.64,3.05,1.75,10.97,-2243.77,2973.33,5709.78,13984.48,4571.82,5.96,0.08,0.67,5.89,20.28
TCS,532540,TCS,IT - Software,3142.20,1136875.44,256148.00,67620.00,26.40,26.40,23.05,12.04,2.81,32.07,0.10,52.38,40875.00,4660.00,59046.00,13909.00,21.00,5.90,0.46,-0.56,0.14,31.58
Time Technoplast,532856,TIMETECHNO,Industrial Products,449.40,10198.24,5457.04,784.95,14.38,14.38,26.26,3.55,0.96,9.27,0.25,14.25,2276.76,5.27,1162.35,451.08,1148.28,5.62,-0.07,0.22,1.18,12.49
Torrent Power,532779,TORNTPOWER,Power,1325.40,66787.36,29165.26,5321.58,18.25,18.25,23.67,3.87,0.49,8.28,0.50,19.03,1594.28,472.99,2362.25,1824.13,658.02,5.33,-0.49,0.36,2.16,34.94
Union Bank (I),532477,UNIONBANK,Banks,136.35,104084.19,109365.28,74066.07,67.72,67.96,5.56,0.93,0.11,1.24,11.77,17.05,122413.21,21632.43,0.00,2750.22,0.00,7.02,0.30,0.59,14.00,14.06
UTI AMC,543238,UTIAMC,Capital Markets,1356.00,17366.83,1878.78,1090.14,58.02,59.52,24.27,3.71,2.20,14.79,0.00,16.28,246.19,6.28,79.72,62.35,0.00,5.96,-0.24,-0.15,0.00,9.29
Vedanta,500295,VEDL,Diversified Metals,443.60,173464.87,152968.00,42343.00,27.68,27.68,12.51,4.23,-1.22,9.77,2.22,38.48,3476.00,5544.00,3636.00,10195.00,14474.00,13.35,0.09,-0.55,2.63,15.83
Welspun Corp,532144,WELCORP,Industrial Products,884.50,23281.99,13977.54,1684.29,12.05,12.05,19.30,3.20,0.49,8.93,0.15,18.50,2049.44,1248.31,1769.13,3224.50,4211.54,7.47,0.22,-0.05,0.64,11.07
Welspun Living,514162,WELSPUNLIV,Textiles & Apparels,136.70,13284.55,10545.09,1298.50,12.31,12.31,20.72,2.82,10.63,6.51,0.57,13.69,3830.39,152.54,1644.93,1122.91,2183.37,6.67,0.31,-0.60,2.56,35.85
Wipro,507685,WIPRO,IT - Software,259.95,272499.82,89259.20,17900.20,20.05,20.23,20.26,3.30,8.85,10.82,0.23,16.59,18593.60,4255.70,11774.50,8825.20,69.40,6.84,0.31,-0.19,1.00,19.92
Zydus Lifesci.,532321,ZYDUSLIFE,Pharmaceuticals & Biotechnology,975.00,98107.86,23241.50,7058.50,30.37,30.37,21.20,4.06,11.22,14.64,0.13,21.21,6334.50,49.90,4024.70,2305.80,3944.00,6.51,0.14,-0.18,0.50,26.38
