Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Bajaj Finance,500034,BAJFINANCE,Finance,885.30,550150.79,73107.06,50059.96,68.47,68.79,31.57,5.69,0.95,3.99,3.74,19.22,12937.90,59.18,1913.11,1878.04,0.00,5.48,-0.26,0.26,7.34,9.55
Bajaj Finserv,532978,BAJAJFINSV,Finance,1933.60,308953.16,137779.99,51699.34,37.52,37.01,32.44,4.26,1.30,2.96,4.92,13.39,-121431.86,29.53,8319.35,7964.85,0.00,7.78,1.10,0.87,7.05,9.43
Bajaj Housing,544252,BAJAJHFL,Finance,114.14,95105.27,9982.68,9123.08,91.39,91.85,42.02,4.77,0.93,2.35,4.11,13.46,-212.69,3.01,21.88,76.46,0.00,5.13,-0.13,-0.08,9.04,39.45
Bandhan Bank,541153,BANDHANBNK,Banks,168.03,27069.15,21888.01,10207.15,46.63,51.91,13.18,1.10,0.07,1.49,6.60,11.88,12067.61,3132.05,0.00,749.30,0.00,7.30,0.16,1.61,12.17,22.01
Bank of Baroda,532134,BANKBARODA,Banks,241.17,124717.74,130143.00,81093.72,62.31,64.41,6.41,0.81,0.17,1.18,10.37,15.53,0.00,25344.36,0.00,0.00,0.00,6.40,0.82,-0.90,14.97,9.66
Bank of India,532149,BANKINDIA,Banks,111.69,50848.75,72728.68,51338.40,70.59,71.03,5.15,0.63,0.12,0.94,11.91,12.35,0.00,9458.93,0.00,0.00,0.00,6.37,0.07,-0.35,15.72,14.32
Bank of Maha,532525,MAHABANK,Banks,55.23,42480.46,26126.89,16663.95,63.78,62.68,7.39,1.48,0.11,1.64,11.53,22.81,37828.80,3386.14,0.00,663.37,0.00,5.96,-0.27,0.17,16.51,13.90
Birlasoft Ltd,532400,BSOFT,IT - Software,403.95,11229.93,5375.24,697.50,12.98,12.98,22.09,3.23,6.48,12.12,0.04,15.59,920.79,108.48,980.16,235.33,10.39,6.48,-2.11,0.70,0.21,41.38
Brigade Enterpr.,532929,BRIGADE,Realty,985.30,24083.45,5074.21,1420.53,28.00,28.00,35.53,4.27,0.31,3.39,0.97,14.81,2337.32,233.01,629.12,785.77,8868.81,5.18,0.57,-0.88,4.02,32.05
Can Fin Homes,511196,CANFINHOME,Finance,757.20,10082.43,3967.50,3646.06,91.90,92.25,11.44,1.99,0.52,2.20,6.92,18.22,-71.39,1.38,0.93,6.08,0.00,8.11,-0.13,-0.04,9.65,20.44
Canara Bank,532483,CANBK,Banks,107.75,97736.27,123951.13,75867.53,61.21,62.10,5.29,0.93,0.13,1.08,14.67,17.75,162006.81,31349.49,0.00,2572.54,0.00,7.00,-0.44,0.84,14.18,9.68
Capri Global,531595,CGCL,Finance,190.12,18282.61,3533.58,2259.60,63.95,61.75,31.65,3.64,0.97,2.66,3.62,11.76,867.22,4.18,58.78,102.53,0.00,6.68,6.01,3.74,7.21,17.95
Castrol India,500870,CASTROLIND,Petroleum Products,219.56,21717.17,5461.61,1291.77,23.65,23.83,22.99,9.53,3.46,26.09,0.04,41.83,1292.57,96.71,437.69,703.65,524.21,6.31,0.35,-0.33,0.06,22.80
CEAT,500878,CEATLTD,Auto Components,3245.80,13129.29,13554.46,1478.99,10.91,11.15,28.62,3.01,0.36,4.65,0.49,11.72,-1732.81,-24.23,1653.31,2740.19,1411.53,6.00,-1.45,2.11,2.34,19.84
Central Bank,532885,CENTRALBK,Banks,36.00,32585.04,34053.81,19718.00,57.90,57.65,7.73,0.88,0.14,0.85,11.80,11.43,38551.56,6575.73,0.00,948.92,0.00,5.87,-0.81,-0.30,16.60,41.84
CESC,500084,CESC,Power,163.80,21712.84,17340.00,3182.00,18.35,15.82,15.76,1.81,41.47,3.65,1.50,11.67,-139.00,1189.00,2428.00,1588.00,725.00,8.87,0.28,-0.08,5.68,22.99
Chambal Fert.,500085,CHAMBLFERT,Fertilizers & Agrochemicals,532.15,21320.71,17410.58,2492.42,14.32,15.02,12.18,2.44,22.15,13.81,0.01,19.78,1619.69,339.97,367.92,630.27,1802.29,11.80,1.98,-3.07,0.04,28.33
Chola Financial,504973,CHOLAHLDNG,Finance,1821.60,34205.54,33196.06,18927.50,57.02,57.02,15.73,2.73,0.55,2.36,13.93,19.11,-8003.21,261.85,204.19,2289.25,0.00,9.50,-0.37,0.64,9.23,20.77
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,1472.10,123829.73,27300.47,19069.10,69.85,70.32,27.81,5.23,1.09,2.38,7.40,19.71,7527.49,351.53,204.19,236.94,0.00,6.62,0.56,-0.27,9.13,12.60
CIE Automotive,532756,CIEINDIA,Auto Components,406.05,15404.01,8886.21,1301.88,14.65,15.07,19.68,2.22,0.72,8.47,0.07,13.15,1085.46,126.54,1268.42,1661.71,1110.20,6.95,0.57,-0.23,0.45,32.64
Cipla,500087,CIPLA,Pharmaceuticals & Biotechnology,1515.10,122382.39,27811.15,7190.24,25.85,25.87,22.75,3.92,0.88,14.72,0.01,17.76,10471.78,960.24,5506.37,2837.49,5642.11,5.77,1.09,-1.04,0.06,10.98
City Union Bank,532210,CUB,Banks,216.98,16078.39,6050.74,4168.14,68.89,70.59,13.80,1.70,0.99,1.51,6.94,12.58,5422.25,949.81,0.00,472.76,0.00,6.50,2.16,-0.66,12.84,6.76
Cyient,532175,CYIENT,IT - Services,1210.00,13440.95,7396.50,1101.60,14.89,15.47,21.48,2.53,3.93,8.87,0.10,12.81,2610.00,145.20,1406.70,393.40,576.60,7.73,1.50,-2.48,0.53,43.92
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,1545.40,19508.79,10651.84,1973.32,18.53,18.73,19.88,3.13,1.69,7.58,0.67,16.03,675.87,92.84,1617.21,1713.58,1068.80,7.13,0.94,0.52,2.51,13.11
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,1225.00,102236.27,33519.90,8521.00,25.42,26.18,18.07,3.05,0.48,12.95,0.14,17.96,8653.60,1286.10,9042.00,2647.80,7108.50,7.67,1.10,-0.42,0.58,13.82
Engineers India,532178,ENGINERSIN,Construction,211.17,11868.65,3087.59,512.25,16.59,16.59,20.47,4.45,0.33,11.59,0.01,23.55,475.31,160.26,444.43,475.94,0.70,5.99,3.54,0.38,0.03,17.33
Federal Bank,500469,FEDERALBNK,Banks,196.46,48284.85,28529.32,19260.07,67.51,68.65,11.92,1.40,0.42,1.25,9.15,12.87,0.00,4152.61,0.00,0.00,0.00,6.81,-0.90,0.58,13.50,10.70
Finolex Cables,500144,FINCABLES,Industrial Products,874.15,13369.19,5318.89,541.28,10.18,10.18,19.08,2.43,3.57,11.76,0.00,13.42,3423.11,429.45,242.56,241.72,717.03,6.98,-0.50,0.10,0.02,43.93
Five-Star Bus.Fi,543663,FIVESTAR,Finance,604.90,17810.82,2968.38,2159.22,72.74,74.12,16.38,2.82,0.49,8.22,1.26,18.65,2072.20,19.46,0.00,26.72,0.00,9.10,0.39,-0.62,3.69,35.90
G M D C,532181,GMDCLTD,Minerals & Mining,408.55,12991.89,2765.31,595.06,21.52,22.36,19.52,2.03,1.26,9.07,0.02,10.95,1961.06,372.83,84.99,235.66,91.33,6.96,0.03,0.10,0.15,13.52
G R Infraproject,543317,GRINFRA,Construction,1231.10,11909.70,7352.19,1666.28,22.66,22.13,11.10,1.40,1.55,7.36,0.59,12.73,3221.87,465.02,224.72,875.27,538.01,11.64,0.11,0.04,2.67,30.64
GAIL (India),532155,GAIL,Gas,174.54,114761.79,142476.40,14310.54,10.04,10.87,11.78,1.35,-2.44,8.20,0.25,13.04,-397.81,5091.90,9436.44,7759.85,6249.92,9.97,-0.09,0.12,1.62,28.79
Godawari Power,532734,GPIL,Industrial Products,196.40,13147.08,5375.73,1193.71,22.21,22.21,16.20,2.68,-0.98,13.89,0.06,17.27,1328.94,108.89,132.34,459.95,931.82,8.99,0.24,-0.07,0.27,22.56
Granules India,532482,GRANULES,Pharmaceuticals & Biotechnology,454.00,11016.02,4481.61,947.72,21.15,21.15,22.90,2.96,4.64,8.21,0.39,13.86,1112.32,41.19,942.22,726.07,1342.82,6.19,1.07,-1.90,1.98,37.34
Gujarat Gas,539336,GUJGASLTD,Gas,421.05,28984.67,16486.95,1879.76,11.40,11.40,25.24,3.41,-6.33,9.43,0.02,14.17,0.86,212.78,1023.97,719.94,61.86,5.50,0.19,-0.11,0.09,38.97
H U D C O,540530,HUDCO,Finance,218.90,43821.59,10311.29,10357.66,100.45,100.45,16.18,2.44,0.98,2.44,5.97,15.67,628.32,37.09,1.84,0.00,0.00,6.87,0.57,-0.50,10.33,30.04
HCL Technologies,532281,HCLTECH,IT - Software,1474.40,400102.78,119347.00,25746.00,21.57,21.79,23.57,5.74,2.60,17.01,0.09,25.22,34070.00,1838.00,19523.00,3016.00,133.00,6.08,0.73,-0.59,0.27,26.73
HDB FINANC SER,544429,HDBFS,Finance,741.70,61528.96,16300.28,9555.38,58.62,58.62,28.28,,0.97,2.16,5.52,14.72,-3803.99,0.20,225.17,452.68,0.00,6.33,,,9.34,16.84
Hero Motocorp,500182,HEROMOTOCO,Automobiles,4535.90,90725.13,40923.42,5788.87,14.15,14.15,21.30,4.71,0.89,15.62,0.04,23.05,-678.08,1039.93,3381.29,5699.66,2013.34,6.44,-0.12,-0.38,0.12,27.38
Hindalco Inds.,500440,HINDALCO,Non - Ferrous Metals,687.70,154541.77,238496.00,31805.00,13.34,13.34,9.59,1.25,1.50,6.51,0.52,14.02,25911.00,1832.00,19834.00,40632.00,48801.00,12.48,0.25,-0.55,2.47,10.99
Hindustan Zinc,500188,HINDZINC,Non - Ferrous Metals,421.60,178139.45,33562.00,17161.00,51.13,51.04,17.49,13.40,6.83,30.23,0.82,72.42,-8680.00,918.00,112.00,2777.00,1882.00,7.65,0.67,-0.07,0.76,33.30
Home First Finan,543259,HOMEFIRST,Finance,1256.80,12978.80,1647.13,1313.80,79.76,80.29,31.41,4.49,1.16,3.51,3.79,16.46,1019.31,6.00,5.55,16.09,0.00,6.04,2.07,1.19,7.33,17.26
I O B,532388,IOB,Banks,37.04,71326.41,28981.53,17080.75,58.94,59.02,18.71,2.11,0.75,0.89,10.99,11.02,0.00,5993.02,0.00,0.00,0.00,5.44,-0.22,-0.14,16.09,41.80
IDBI Bank,500116,IDBI,Banks,91.38,98255.45,29273.85,19604.77,66.97,70.28,12.41,1.59,0.28,1.97,5.35,13.55,36651.88,5756.27,0.00,1896.87,0.00,6.21,-0.03,0.08,13.01,14.07
Indiamart Inter.,542726,INDIAMART,Retailing,2525.10,15158.72,1429.20,484.80,33.92,34.12,25.68,6.94,1.22,13.93,0.02,26.92,-1074.10,311.60,3.97,26.99,0.00,5.06,-0.20,0.26,0.04,20.49
Indian Renewable,544026,IREDA,Finance,148.03,41585.05,7179.45,6333.03,88.21,93.03,26.63,3.88,0.68,2.39,6.31,18.05,-1648.80,24.18,5.93,9.11,0.00,5.98,2.44,0.30,10.25,44.31
Indraprastha Gas,532514,IGL,Gas,206.19,28866.63,15318.00,1900.38,12.41,13.13,17.38,2.72,3.12,11.49,0.01,16.92,329.28,709.66,706.70,934.57,48.76,7.96,-2.19,2.15,0.04,27.73
Indus Towers,534816,INDUSTOWER,Telecom - Services,345.80,93190.92,30797.40,20607.20,66.91,69.20,9.57,2.87,0.56,16.69,0.65,33.36,3143.00,374.50,4767.50,2445.00,7.60,12.83,-0.25,1.09,1.47,24.94
Infosys,500209,INFY,IT - Software,1480.50,615040.06,165954.00,39741.00,23.95,24.07,22.56,6.48,3.50,18.62,0.09,28.83,52214.00,3803.00,32414.00,3616.00,0.00,6.50,1.07,-0.97,0.22,26.23
ITC,500875,ITC,Diversified FMCG,416.85,522047.58,79040.32,26249.84,33.21,34.30,26.06,7.45,2.86,22.16,0.00,27.32,13271.67,17635.96,4719.67,4807.30,15637.56,5.26,1.72,-1.89,0.01,15.87
J & K Bank,532209,J&KBANK,Banks,102.73,11312.45,12816.16,8701.52,67.89,68.04,5.27,0.80,0.09,1.29,10.62,15.77,0.00,1201.72,0.00,0.00,0.00,6.39,-0.82,0.37,15.24,12.38
Jindal Saw,500378,JINDALSAW,Industrial Products,210.52,13462.93,20828.89,3454.17,16.58,16.58,9.14,1.18,0.16,7.13,0.43,13.70,3120.33,120.30,3563.82,2522.22,4920.51,17.07,0.37,-1.87,1.62,45.16
Jindal Stain.,532508,JSL,Ferrous Metals,728.05,59974.55,39312.21,4622.93,11.76,11.76,23.94,3.59,-3.61,7.49,0.38,16.14,3555.50,283.79,3107.01,9139.88,9700.28,6.17,0.18,-0.11,1.62,9.33
Karur Vysya Bank,590003,KARURVYSYA,Banks,263.60,21224.77,9957.10,6418.90,64.47,65.02,10.59,1.78,0.25,1.73,8.66,17.65,6870.28,1893.41,0.00,512.18,0.00,7.05,0.60,0.29,12.43,5.03
Kirloskar Oil,533293,KIRLOSENG,Industrial Products,883.85,12838.34,6349.13,1184.81,18.66,18.66,29.83,4.16,0.78,4.59,1.89,14.94,430.94,89.63,695.86,708.31,591.30,6.07,0.62,-0.67,5.43,37.09
L T Foods,532783,LTFOODS,Agricultural Food & other Products,485.75,16867.81,9074.88,1002.78,11.05,11.27,27.18,4.38,0.99,9.09,0.33,16.76,2514.59,132.27,752.00,1772.58,4360.32,5.22,1.06,0.36,1.34,6.33
L&T Finance Ltd,533519,LTF,Finance,204.02,50983.58,16399.41,9927.89,60.54,60.41,19.18,1.99,0.42,2.37,3.61,10.79,9911.02,16.56,116.95,1371.70,0.00,7.39,0.82,0.71,9.43,7.47
Larsen & Toubro,500510,LT,Construction,3631.10,499406.76,264293.56,33715.16,12.76,13.43,32.13,5.11,1.40,4.98,1.36,16.55,-147.25,5035.75,53713.68,52459.34,7670.55,5.60,0.77,-0.47,3.88,8.39
LIC Housing Fin.,500253,LICHSGFIN,Finance,591.05,32511.47,28563.39,26870.46,94.07,94.28,5.91,0.89,0.18,1.80,7.45,16.05,-4666.21,2.75,11.62,216.24,0.00,8.87,0.86,-1.30,10.11,19.65
M & M Fin. Serv.,532720,M&MFIN,Finance,258.45,35923.80,19138.19,12018.27,62.80,63.11,15.68,1.67,0.60,1.69,5.53,10.89,4461.21,117.09,246.69,1440.65,0.00,7.91,1.02,-1.35,10.09,22.56
Mahanagar Gas,539957,MGL,Gas,1334.10,13177.94,7309.97,1576.66,21.57,21.81,12.15,2.24,0.68,12.67,0.03,17.72,-1003.86,182.54,345.62,415.41,48.92,11.07,-1.30,1.72,0.11,32.91
Manappuram Fin.,531213,MANAPPURAM,Finance,264.10,22354.34,10007.00,5440.06,54.36,54.36,18.58,1.80,-5.75,2.51,2.90,10.04,3965.76,33.88,0.00,120.13,0.00,9.53,0.62,1.28,6.93,7.33
Marksans Pharma,524404,MARKSANS,Pharmaceuticals & Biotechnology,226.31,10255.55,2622.85,528.66,20.16,20.16,26.98,4.16,0.99,12.91,0.13,16.77,1726.04,70.35,540.04,305.70,845.52,5.22,0.95,-2.30,0.63,36.91
Maruti Suzuki,532500,MARUTI,Automobiles,12365.00,388758.78,155738.80,19541.90,12.55,13.18,26.75,4.04,0.37,11.73,0.00,15.95,-1046.30,6202.10,6539.70,20501.50,6913.20,5.13,-0.31,0.24,0.00,8.69
Motil.Oswal.Fin.,532892,MOTILALOFS,Capital Markets,926.80,55562.65,8758.54,4873.50,55.64,54.51,19.96,5.01,0.83,7.64,1.33,25.25,6175.79,62.44,2403.60,5320.76,0.00,8.08,-0.27,1.28,3.06,12.89
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals & Biotechnology,934.65,16740.50,4429.50,2196.00,49.58,49.58,8.89,2.20,0.06,24.24,0.04,27.98,4326.50,354.50,1246.60,274.90,765.80,15.60,0.17,-1.97,0.12,42.97
Nava,513023,NAVA,Power,619.70,17983.77,3983.55,1835.17,46.07,46.07,16.48,2.36,0.68,13.70,0.12,15.03,2904.19,149.89,1409.25,168.39,817.68,9.17,0.21,0.52,0.55,8.04
NLC India,513683,NLCINDIA,Power,244.00,33833.93,15282.96,4840.23,31.67,31.67,12.91,1.81,0.25,4.81,1.20,14.87,-2686.02,1672.73,3141.45,1898.00,1912.65,8.27,-0.38,0.04,4.85,17.79
NMDC,526371,NMDC,Minerals & Mining,71.82,63142.83,23905.52,8148.67,34.09,34.09,9.67,2.13,-0.84,17.04,0.14,23.60,13708.32,1592.39,7744.61,321.46,2637.72,16.26,-0.64,0.49,0.46,13.29
NTPC,532555,NTPC,Power,332.00,321929.32,186664.79,52329.86,28.03,28.77,13.44,1.75,1.07,4.77,1.36,13.59,-8021.48,11632.93,34720.30,11159.96,18722.26,8.24,1.70,-1.70,5.42,25.97
Nuvama Wealth,543988,NUVAMA,Capital Markets,6879.50,24769.72,4158.26,2216.21,53.30,53.30,25.15,7.09,0.48,4.04,2.25,30.86,6293.84,18.42,749.81,6043.52,0.00,17.30,0.55,0.56,3.66,19.16
O N G C,500312,ONGC,Oil,234.83,295422.70,663262.31,88860.71,13.40,13.40,8.13,0.86,-1.00,5.23,0.55,10.68,-32058.58,13278.07,21227.80,38975.53,58956.33,14.71,-0.08,-0.03,2.80,31.93
Oil India,533106,OIL,Oil,428.85,69757.08,32512.48,11157.63,34.32,34.32,10.65,1.40,1.82,7.15,0.62,13.35,3491.11,1666.29,3281.69,2305.51,5044.09,11.27,0.10,-0.35,2.92,44.15
Petronet LNG,532522,PETRONET,Gas,282.10,42315.00,49446.76,5120.85,10.36,10.84,11.41,2.13,2.32,15.04,0.13,21.31,11142.49,811.86,3266.89,2563.04,1204.42,14.26,-0.32,0.27,0.52,26.71
PNB Housing,540173,PNBHOUSING,Finance,778.50,20251.43,7884.11,7344.04,93.15,92.72,9.92,1.20,0.30,2.52,3.70,12.27,569.23,25.71,49.85,24.63,0.00,9.25,8.11,2.73,8.52,35.24
Power Fin.Corpn.,532810,PFC,Finance,413.75,136541.71,106501.62,103260.74,96.96,96.96,5.94,1.16,0.33,2.75,8.25,21.01,14512.20,97.08,274.06,152.15,0.00,9.40,-0.06,-0.18,9.41,26.96
Power Grid Corpn,532898,POWERGRID,Power,287.95,267810.89,45982.36,38425.92,83.57,85.07,17.36,2.89,5.26,6.01,1.41,17.26,-10745.86,2193.30,7964.75,620.44,1802.52,7.15,0.19,-0.29,4.72,21.38
Punjab Natl.Bank,532461,PNB,Banks,104.66,120285.14,127437.64,93012.63,72.99,72.67,7.24,0.87,0.11,1.07,12.26,15.17,0.00,18258.12,0.00,0.00,0.00,6.39,0.39,-0.19,15.22,11.29
REC Ltd,532955,RECLTD,Finance,393.55,103630.53,58043.68,56365.13,97.11,96.17,6.14,1.32,0.37,2.73,6.33,21.50,5415.84,140.23,235.13,133.75,0.00,9.45,0.72,-1.32,8.79,38.14
Rites,541556,RITES,Construction,258.90,12442.83,2217.81,515.00,23.22,23.22,32.34,4.71,-3.50,7.19,0.00,14.66,1697.73,117.94,739.97,364.28,78.08,6.29,-0.02,0.14,0.02,32.58
Sarda Energy,504614,SARDAEN,Ferrous Metals,524.25,18473.59,5349.75,1593.97,29.80,26.65,19.91,2.94,-4.36,8.71,0.46,13.76,2118.61,176.62,221.04,194.39,808.78,7.06,0.02,0.37,1.96,7.30
SBFC Finance,543959,SBFC,Finance,103.32,11249.70,1396.06,955.64,68.45,68.63,30.62,3.52,0.41,4.41,1.65,11.58,315.95,1.10,14.81,9.46,0.00,5.84,-0.68,0.59,5.61,14.26
Shakti Pumps,531431,SHAKTIPUMP,Industrial Products,825.55,10187.12,2571.18,610.66,23.75,23.96,24.69,8.55,0.29,23.85,0.14,42.61,931.56,16.03,1048.68,463.98,341.97,5.94,2.09,0.56,0.28,40.95
Shriram Finance,511218,SHRIRAMFIN,Finance,624.90,117528.88,43778.40,31553.83,72.08,72.05,13.81,2.08,0.31,3.04,4.15,15.57,22877.38,1671.87,50.82,298.85,0.00,9.36,0.98,-0.97,7.58,14.45
Shriram Pistons,544344,SHRIPISTON,Auto Components,2407.80,10606.32,3676.09,753.99,20.51,20.40,20.21,4.43,0.44,14.87,0.21,23.20,1332.83,113.47,583.72,410.69,472.32,7.41,0.19,0.58,0.68,8.24
St Bk of India,500112,SBIN,Banks,795.70,734480.24,490937.79,238894.58,48.66,48.66,9.47,1.46,0.32,1.15,12.42,17.20,494623.49,172405.53,0.00,27793.09,0.00,6.19,2.16,0.04,14.85,9.11
Sun TV Network,532733,SUNTV,Entertainment,565.50,22285.49,4015.09,2127.84,53.00,53.00,12.77,1.91,3.26,14.51,0.01,15.73,7213.13,641.71,1222.44,269.66,0.00,10.40,-0.10,0.04,0.05,38.64
Sundaram Finance,590071,SUNDARMFIN,Finance,4459.20,49543.43,8882.96,7058.80,79.46,80.42,25.81,3.75,1.54,2.66,4.63,15.27,1722.36,73.47,89.87,222.20,0.00,6.36,0.28,-0.19,8.85,19.45
Tata Motors,500570,TATAMOTORS,Automobiles,653.60,240636.59,439695.00,55216.00,12.56,12.56,8.53,2.07,0.13,7.65,0.62,28.08,-33558.00,11774.00,13248.00,97368.00,47269.00,14.53,0.05,-0.67,1.82,42.77
Tata Power Co.,500400,TATAPOWER,Power,387.10,123691.59,66219.68,12983.37,19.61,18.58,30.01,3.45,1.46,3.05,1.75,10.97,-16783.64,2575.64,5709.78,13984.48,4571.82,6.51,0.08,0.67,5.53,21.77
TCS,532540,TCS,IT - Software,3074.40,1112344.83,256148.00,67620.00,26.40,26.40,22.58,11.74,2.76,32.07,0.10,52.38,39321.00,4660.00,59046.00,13909.00,21.00,6.05,0.46,-0.56,0.14,33.05
Time Technoplast,532856,TIMETECHNO,Industrial Products,459.45,10426.26,5457.04,784.95,14.38,14.38,26.88,3.61,0.98,9.27,0.25,14.25,1766.35,5.27,1162.35,451.08,1148.28,5.65,-0.07,0.22,1.18,10.53
Torrent Power,532779,TORNTPOWER,Power,1312.10,66117.18,29165.26,5321.58,18.25,18.25,23.41,3.75,0.49,8.28,0.50,19.03,157.53,472.99,2362.25,1824.13,658.02,5.49,-0.49,0.36,2.16,35.60
TVS Holdings,520056,TVSHLTD,Finance,12015.00,24308.87,47456.11,7385.89,15.56,15.21,19.06,5.18,0.52,4.78,6.93,30.20,440.62,59.45,1749.53,7665.70,2416.58,12.13,-0.26,0.15,5.18,20.63
Union Bank (I),532477,UNIONBANK,Banks,129.04,98504.05,109365.28,74066.07,67.72,67.96,5.24,0.87,0.10,1.24,11.77,17.05,122413.21,21632.43,0.00,2750.22,0.00,7.09,0.30,0.59,14.00,18.66
UTI AMC,543238,UTIAMC,Capital Markets,1314.10,16834.13,1878.78,1090.14,58.02,59.52,23.57,3.66,2.13,14.79,0.00,16.28,246.19,6.28,79.72,62.35,0.00,6.43,-0.24,-0.15,0.00,12.10
Vedanta,500295,VEDL,Diversified Metals,431.45,168713.69,155028.00,42316.00,27.30,27.68,12.50,4.09,-1.21,9.77,2.22,38.48,-34719.00,5595.00,3636.00,10195.00,14474.00,13.81,0.09,-0.55,2.62,18.13
Welspun Corp,532144,WELCORP,Industrial Products,886.35,23330.67,14391.80,1819.24,12.64,12.05,14.38,3.12,0.36,8.93,0.15,18.50,1568.30,1265.91,1769.13,3224.50,4211.54,9.78,0.22,-0.05,0.49,10.88
Welspun Living,514162,WELSPUNLIV,Textiles & Apparels,126.74,12316.70,10269.17,1179.08,11.48,12.31,22.76,2.55,11.67,6.51,0.57,13.69,2215.73,132.75,1644.93,1122.91,2183.37,6.41,0.31,-0.60,2.92,40.53
Wipro,507685,WIPRO,IT - Software,246.05,257928.74,89259.20,17900.20,20.05,20.23,19.16,3.11,8.37,10.82,0.23,16.59,8004.80,4255.70,11774.50,8825.20,69.40,7.26,0.31,-0.19,1.00,24.20
Zensar Tech.,504067,ZENSARTECH,IT - Software,800.65,18188.31,5377.50,831.10,15.46,15.47,26.99,4.47,1.79,12.77,0.03,16.43,1178.70,174.50,790.10,343.70,0.00,5.15,0.63,-0.42,0.14,18.72
Zydus Lifesci.,532321,ZYDUSLIFE,Pharmaceuticals & Biotechnology,958.85,96482.75,23241.50,7058.50,30.37,30.37,20.78,4.03,10.99,14.64,0.13,21.21,3153.40,49.90,4024.70,2305.80,3944.00,6.59,0.14,-0.18,0.50,27.60
