Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
Iconik Sports,511260,,Finance,45.79,154.96,12.71,3.48,27.38,27.38,59.60,2.43,0.29,9.49,0.00,15.03,6.37,0.00,0.00
India Glycols,500201,INDIAGLYCO,Beverages,2052.00,6351.65,3768.26,510.94,13.56,13.56,27.51,2.82,2.27,3.92,0.84,10.72,279.64,60.95,4.08
Indosolar,533257,WAAREEINDO,Electrical Equipment,243.80,1014.34,323.91,95.05,29.34,29.34,18.52,25.10,0.35,28.03,1.24,420.74,-14.88,0.84,0.02
Influx Health.,,INFLUX,,137.90,319.24,104.85,20.58,19.63,19.63,23.88,,,24.01,0.01,45.38,15.32,0.13,1.78
J.G.Chemicals,544138,JGCHEM,Chemicals & Petrochemicals,519.00,2031.33,847.94,86.12,10.16,10.16,31.73,4.38,0.84,14.10,0.00,14.83,421.88,10.01,4.24
Jeena Sikho,,JSLL,Pharmaceuticals & Biotechnology,548.85,6822.25,469.07,124.88,26.62,26.62,75.19,24.99,1.02,33.06,0.04,39.00,110.19,6.41,2.86
Jenburkt Pharma,524731,,Pharmaceuticals & Biotechnology,1393.00,614.77,151.69,40.39,26.63,26.63,19.54,3.58,1.21,17.51,0.02,19.87,40.11,6.72,0.92
Karur Vysya Bank,590003,KARURVYSYA,Banks,270.15,21740.99,9678.04,6179.30,63.85,63.85,11.19,1.82,0.22,1.73,8.66,17.68,0.00,1829.55,2.67
Kolte Patil Dev.,532924,KOLTEPATIL,Realty,479.45,3645.16,1717.38,175.88,10.24,10.24,34.20,4.39,4.24,2.13,1.37,13.63,1233.68,51.47,3.69
Kovai Medical,523323,KOVAI,Healthcare Services,6170.35,6750.36,1371.12,385.72,28.13,28.13,32.31,6.22,1.89,12.90,0.38,21.16,97.12,22.10,3.59
L T Foods,532783,LTFOODS,Agricultural Food & other Products,485.30,16859.10,8681.47,978.27,11.27,11.27,27.85,4.37,1.05,9.09,0.33,16.76,3330.46,117.09,4.66
Laxmi Goldorna,,LGHL,Consumer Durables,821.60,1714.83,87.82,22.45,25.56,25.56,163.16,26.37,,7.28,1.57,19.03,146.35,0.27,1.06
Laxmipati Engg,537669,,Industrial Manufacturing,348.50,200.39,50.07,10.07,20.11,20.11,30.83,23.39,1.00,12.29,5.26,122.18,19.32,0.05,0.00
Loyal Equipments,539227,,Industrial Manufacturing,356.70,384.88,75.30,16.39,21.77,21.77,36.11,7.57,1.21,16.48,0.19,26.50,41.84,0.42,1.98
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,170.25,263.72,149.73,18.00,12.02,12.02,28.27,2.93,,3.37,1.18,10.95,102.19,6.07,0.00
Magna Electrocas,517449,,Industrial Products,1317.00,557.37,176.45,34.21,19.39,19.39,24.11,4.31,0.85,14.86,0.09,19.45,48.01,1.73,2.08
Manorama Indust.,541974,MANORAMA,Food Products,1465.00,8736.71,770.84,191.05,24.78,24.78,77.97,18.90,2.09,13.02,1.04,28.05,756.72,18.56,3.62
MAS FINANC SER,540749,MASFIN,Finance,308.70,5596.95,1595.97,1185.23,74.26,74.26,18.03,2.15,1.41,2.89,3.51,14.14,927.58,4.18,1.77
Monolithisch Ind,,MONOLITH,,339.40,737.72,97.26,21.04,21.63,21.63,51.37,,0.45,34.47,0.21,53.30,30.00,0.00,1.62
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,4910.20,24357.44,2349.38,533.72,22.72,22.72,84.40,9.28,-12.81,6.27,0.56,11.52,1073.94,43.73,1.79
Neetu Yoshi,544434,,,115.76,449.30,47.33,17.12,36.17,36.17,35.74,,,47.35,0.88,99.33,13.60,0.12,0.00
NESCO,505355,NESCO,Commercial Services & Supplies,1185.20,8356.15,732.01,437.76,59.80,59.80,22.27,3.18,2.24,13.24,0.00,15.23,219.87,113.66,3.20
OBSC Perfection,,OBSCP,Auto Components,304.70,745.07,142.79,25.39,17.78,17.78,44.46,7.16,,13.68,0.26,25.00,58.13,2.41,1.74
OCCL,544278,OCCLLTD,Chemicals & Petrochemicals,134.20,669.73,306.73,52.94,17.26,17.26,31.27,1.69,,8.02,0.11,10.81,104.12,2.07,4.01
Osiajee Texfab,540198,,Textiles & Apparels,279.00,150.66,7.09,5.01,70.66,70.66,30.13,10.06,,28.96,0.13,40.11,5.00,0.03,0.36
Oswal Pumps,544418,OSWALPUMPS,Industrial Products,702.10,8002.93,758.57,152.64,20.12,20.12,80.44,,,26.06,0.44,77.02,159.75,0.14,2.21
PC Jeweller,534809,PCJEWELLER,Consumer Durables,18.70,12223.63,2244.60,394.53,17.58,17.58,21.16,1.92,0.45,7.37,0.35,12.66,7044.43,127.27,4.83
Pramara Promotio,,PRAMARA,Media,189.80,171.48,86.42,12.49,14.45,14.45,29.06,2.75,1.03,6.65,0.55,12.39,87.73,1.17,1.89
Pro FX,,PROFX,,102.50,179.41,129.38,17.40,13.45,13.45,14.66,,0.23,21.75,0.06,39.72,37.48,0.68,2.10
Prostarm Info,544410,PROSTARM,Electrical Equipment,155.95,916.82,345.89,47.29,13.67,13.67,30.05,,0.82,13.73,0.57,29.99,132.04,1.90,1.79
Purple United,,PURPLEUTED,Textiles & Apparels,364.10,349.89,103.13,20.70,20.07,20.07,33.42,5.78,,11.62,0.68,26.89,91.92,0.03,0.00
Pushpa Jewellers,,PUSHPA,,117.60,284.86,281.06,31.85,11.33,11.33,12.79,,,31.26,0.38,47.30,59.64,0.21,0.00
Quality Power El,544367,QPOWER,Electrical Equipment,742.40,5752.65,336.65,65.34,19.41,19.41,85.70,13.55,,17.33,0.02,23.24,365.65,54.07,0.88
Rainbow Foundat.,531694,,Realty,99.57,494.05,156.13,39.51,25.31,25.31,61.68,6.16,1.70,1.18,3.31,10.51,338.23,0.95,0.00
Readymix Cons.,,READYMIX,Construction,117.25,128.49,73.28,14.64,19.98,19.98,13.76,2.10,,15.10,0.06,23.39,60.09,0.23,4.67
Resonance Speci.,524218,,Chemicals & Petrochemicals,118.95,137.26,77.81,10.60,13.62,13.62,19.22,2.14,13.16,9.56,0.05,11.75,45.55,0.19,4.46
RRPSemiconductor,504346,,Finance,2234.05,3043.67,31.59,11.33,35.87,35.87,359.77,180.10,2.00,43.08,0.71,196.29,28.94,0.36,0.00
Safe Enterprises,,SAFEENTP,,180.35,840.51,138.31,49.44,35.75,35.75,21.45,,,50.13,0.00,77.55,39.53,1.42,2.51
SBFC Finance,543959,SBFC,Finance,112.40,12237.25,1305.12,895.65,68.63,68.63,35.41,3.83,0.61,4.41,1.65,11.58,315.95,0.46,4.05
Shraddha Prime,531771,,Realty,182.50,737.32,155.58,30.54,19.63,19.63,29.92,9.35,,8.31,2.40,36.90,262.81,4.79,4.43
Shriram Pistons,544344,SHRIPISTON,Auto Components,2528.00,11137.52,3549.83,724.29,20.40,20.40,21.98,4.66,0.46,15.02,0.21,23.46,1669.37,111.40,3.66
Simplex Castings,513472,,Industrial Products,402.00,289.37,171.88,31.08,18.08,18.08,19.13,5.11,0.92,9.19,1.36,33.69,81.19,1.34,1.95
Sirca Paints,543686,SIRCA,Consumer Durables,405.95,2233.45,374.00,67.44,18.03,18.03,45.49,6.36,3.08,12.25,0.00,14.92,220.26,5.16,0.89
Sobhagya Mercant,512014,,Commercial Services & Supplies,566.00,475.44,160.40,25.53,15.92,15.92,30.61,5.95,1.43,11.97,0.08,24.43,81.87,0.00,0.68
Strides Pharma,532531,STAR,Pharmaceuticals & Biotechnology,872.15,8029.35,4565.34,802.81,17.58,17.58,22.64,3.15,0.66,5.99,0.74,15.16,1764.32,3313.33,4.58
Tanfac Inds.,506854,,Chemicals & Petrochemicals,4020.00,4009.95,556.98,128.86,23.14,23.14,45.49,12.85,1.17,24.24,0.13,32.50,180.16,2.96,3.37
Tankup Engi.,,TANKUP,,330.45,174.98,20.30,2.50,12.32,12.32,115.12,,,9.53,1.42,29.40,14.19,0.17,4.81
Tejas Cargo,,TEJASCARGO,Transport Services,211.95,506.41,501.15,96.73,19.30,19.30,26.49,2.92,,6.42,0.92,16.72,138.92,6.94,1.83
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1085.00,5765.40,687.35,188.92,27.49,27.49,63.54,10.52,235.33,13.58,0.05,16.91,223.64,14.83,0.00
Transrail Light,544317,TRANSRAILL,Electrical Equipment,715.95,9613.35,5307.75,673.36,12.69,12.69,29.44,5.11,1.10,6.02,0.35,21.63,1929.24,47.99,4.16
Transteel Seatin,,TRANSTEEL,Consumer Durables,131.50,265.35,88.65,22.04,24.86,24.86,20.94,2.65,,8.32,0.38,14.23,87.11,0.28,4.68
V2 Retail,532867,V2RETAIL,Retailing,1992.95,6892.58,1884.50,257.82,13.68,13.68,95.69,19.90,1.14,5.42,2.45,23.20,262.58,6.96,4.96
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,880.00,671.26,50.85,13.78,27.10,27.10,69.85,10.91,0.63,14.75,0.03,16.95,51.90,1.81,1.18
Vintage Coffee,538920,VINCOFE,Commercial Services & Supplies,136.80,1739.89,308.52,52.98,17.17,17.17,43.34,5.67,,11.52,0.27,17.11,197.17,4.00,4.54
VRL Logistics,539118,VRLLOG,Transport Services,601.65,5252.90,3160.95,572.96,18.13,18.13,28.72,4.85,1.99,7.62,1.13,18.02,114.62,25.46,4.65
Yash Highvoltage,544310,,Electrical Equipment,419.60,1198.01,150.14,32.00,21.31,21.31,55.96,8.12,1.12,15.68,0.15,22.57,106.39,2.01,0.80
