Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
Gallantt Ispat L,532726,GALLANTT,Industrial Products,554.60,13373.79,4292.73,694.43,16.18,16.18,33.37,4.71,0.43,11.99,0.13,15.14,1241.44,15.62,2.47
GHV Infra,505504,,Construction,1022.55,1474.00,184.88,24.93,13.48,13.48,85.95,34.62,,15.49,0.73,82.12,15.11,0.00,0.00
Grand Continent,,GCHOTELS,Leisure Services,164.90,410.92,72.62,19.18,26.41,26.41,38.62,3.85,,10.02,0.10,15.56,41.13,0.62,4.90
GSM Foils,,GSMFOILS,Industrial Products,163.50,209.47,133.80,15.20,11.36,11.36,21.71,6.71,,23.72,0.57,45.66,43.74,0.02,2.01
Hoac Foods,,HOACFOODS,Food Products,261.75,100.60,26.48,4.11,15.52,15.52,40.24,8.83,,17.72,0.39,33.90,11.97,0.16,0.00
HVAX Technolog.,,HVAX,Construction,1009.95,280.45,131.03,18.58,14.18,14.18,25.40,3.89,0.60,11.92,0.39,21.52,92.40,0.39,1.88
Iconik Sports,511260,,Finance,44.02,148.97,12.71,3.48,27.38,27.38,57.30,2.34,0.28,9.49,0.00,15.03,6.37,0.00,0.00
Indef Manufactur,544364,BAJAJINDEF,Industrial Manufacturing,552.65,1766.63,176.72,30.66,17.35,17.35,51.60,6.99,,22.78,0.02,27.07,32.66,16.98,0.83
India Glycols,500201,INDIAGLYCO,Beverages,2080.25,6431.11,3768.26,510.94,13.56,13.56,27.85,2.85,2.29,3.92,0.84,10.72,279.64,60.95,2.76
Indogulf Cropsci,544432,IGCL,,110.35,697.43,552.73,59.53,10.77,10.77,22.20,,,5.96,0.67,14.41,311.60,-1.65,2.35
Indosolar,533257,WAAREEINDO,Electrical Equipment,232.23,966.16,323.91,95.05,29.34,29.34,17.64,23.91,0.33,28.03,1.24,420.74,-14.88,0.84,0.00
Jeena Sikho,,JSLL,Pharmaceuticals & Biotechnology,487.05,6054.07,469.07,124.88,26.62,26.62,66.73,22.17,0.90,33.06,0.04,39.00,110.19,6.41,2.54
Jenburkt Pharma,524731,,Pharmaceuticals & Biotechnology,1359.75,600.10,151.69,40.39,26.63,26.63,19.07,3.49,1.18,17.51,0.02,19.87,40.11,6.72,3.29
Karur Vysya Bank,590003,KARURVYSYA,Banks,265.20,21366.14,9678.04,6179.30,63.85,63.85,11.00,1.79,0.21,1.73,8.66,17.68,0.00,1829.55,4.45
Kolte Patil Dev.,532924,KOLTEPATIL,Realty,480.25,3651.63,1717.38,175.88,10.24,10.24,34.27,4.40,4.25,2.13,1.37,13.63,1233.68,51.47,3.53
Kwality Pharma,539997,,Pharmaceuticals & Biotechnology,1167.00,1210.90,370.20,80.39,21.72,21.72,30.42,4.59,0.81,9.46,0.43,16.31,211.60,1.92,2.18
L T Foods,532783,LTFOODS,Agricultural Food & other Products,498.20,17246.11,8681.47,978.27,11.27,11.27,28.49,4.49,1.08,9.09,0.33,16.76,3330.46,117.09,2.12
Laxmi Goldorna,,LGHL,Consumer Durables,727.10,1517.59,87.82,22.45,25.56,25.56,144.40,23.34,,7.28,1.57,19.03,146.35,0.27,4.95
Laxmipati Engg,537669,,Industrial Manufacturing,316.15,181.78,50.07,10.07,20.11,20.11,27.97,21.22,0.90,12.29,5.26,122.18,19.32,0.05,0.00
Loyal Equipments,539227,,Industrial Manufacturing,349.95,377.60,75.30,16.39,21.77,21.77,35.42,7.42,1.18,16.48,0.19,26.50,41.84,0.42,1.70
M B Agro Prod.,,MBAPL,Fertilizers & Agrochemicals,426.65,3738.61,1059.17,145.45,13.73,13.73,65.04,9.26,2.09,6.57,0.79,15.23,391.72,11.25,3.47
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,163.70,253.57,149.73,18.00,12.02,12.02,27.18,2.82,,3.37,1.18,10.95,102.19,6.07,0.00
MAS FINANC SER,540749,MASFIN,Finance,306.95,5570.61,1595.97,1185.23,74.26,74.26,17.94,2.14,1.40,2.89,3.51,14.14,927.58,4.18,2.32
Moving Media,,MMEL,,74.55,140.20,37.06,28.63,77.25,77.25,13.48,,,16.34,1.05,40.74,23.38,0.00,0.00
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,4869.00,24155.11,2349.38,533.72,22.72,22.72,83.71,9.20,-12.70,6.27,0.56,11.52,1073.94,43.73,2.54
NESCO,505355,NESCO,Commercial Services & Supplies,1193.60,8402.64,732.01,437.76,59.80,59.80,22.40,3.20,2.26,13.24,0.00,15.23,219.87,113.66,2.08
OBSC Perfection,,OBSCP,Auto Components,296.50,725.02,142.79,25.39,17.78,17.78,43.26,6.97,,13.68,0.26,25.00,58.13,2.41,4.39
OCCL,544278,OCCLLTD,Chemicals & Petrochemicals,128.60,641.30,306.73,52.94,17.26,17.26,29.94,1.62,,8.02,0.11,10.81,104.12,2.07,0.00
Osiajee Texfab,540198,,Textiles & Apparels,274.10,148.02,7.09,5.01,70.66,70.66,29.60,9.89,,28.96,0.13,40.11,5.00,0.03,0.00
Oswal Pumps,544418,OSWALPUMPS,Industrial Products,684.85,7799.93,758.57,152.64,20.12,20.12,78.40,,,26.06,0.44,77.02,159.75,0.14,4.62
Pramara Promotio,,PRAMARA,Media,187.75,169.64,86.42,12.49,14.45,14.45,28.75,2.72,1.02,6.65,0.55,12.39,87.73,1.17,0.66
Privi Speci.,530117,PRIVISCL,Chemicals & Petrochemicals,2525.55,9864.86,2101.19,453.51,21.58,21.58,53.39,8.95,5.50,7.20,1.04,18.22,882.16,20.65,2.29
Pro FX,,PROFX,,99.75,174.60,129.38,17.40,13.45,13.45,14.26,,0.22,21.75,0.06,39.72,37.48,0.68,0.00
Purple United,,PURPLEUTED,Textiles & Apparels,350.00,336.34,103.13,20.70,20.07,20.07,32.12,5.56,,11.62,0.68,26.89,91.92,0.03,0.00
Quality Power El,544367,QPOWER,Electrical Equipment,737.30,5701.01,336.65,65.34,19.41,19.41,84.93,13.45,,17.33,0.02,23.24,365.65,54.07,1.56
R M Drip & Sprin,,RMDRIP,Industrial Products,585.50,1462.58,130.34,35.71,27.40,27.40,61.12,18.30,1.14,21.79,0.32,39.70,85.14,0.66,2.42
Rainbow Foundat.,531694,,Realty,95.71,474.89,156.13,39.51,25.31,25.31,59.29,5.92,1.63,1.18,3.31,10.51,338.23,0.95,0.00
Resonance Speci.,524218,,Chemicals & Petrochemicals,118.70,136.98,77.81,10.60,13.62,13.62,19.18,2.14,13.14,9.56,0.05,11.75,45.55,0.19,4.66
RRPSemiconductor,504346,,Finance,2147.35,2925.55,31.59,11.33,35.87,35.87,345.81,173.11,1.92,43.08,0.71,196.29,28.94,0.36,0.00
Safe Enterprises,,SAFEENTP,,174.05,811.15,138.31,49.44,35.75,35.75,20.70,,,50.13,0.00,77.55,39.53,1.42,0.54
Scoda Tubes,544411,SCODATUBES,Industrial Products,207.16,1239.28,484.89,78.05,16.10,16.10,39.04,,,8.17,1.40,29.66,223.80,3.96,2.94
Sharda Cropchem,538666,SHARDACROP,Fertilizers & Agrochemicals,886.10,7987.35,4319.85,595.58,13.79,13.79,26.25,3.20,3.04,6.96,0.00,12.85,1608.42,59.53,3.88
Shraddha Prime,531771,,Realty,190.00,767.62,155.58,30.54,19.63,19.63,31.15,9.74,,8.31,2.40,36.90,262.81,4.79,0.50
Shri Hare-Krish.,,SHKSIL,,66.25,127.15,80.47,10.86,13.50,13.50,13.82,,,10.89,0.15,13.34,50.04,3.13,0.00
Shriram Pistons,544344,SHRIPISTON,Auto Components,2590.15,11485.13,3549.83,724.29,20.40,20.40,22.66,4.77,0.47,15.02,0.21,23.46,1669.37,111.40,0.38
Simplex Castings,513472,,Industrial Products,373.85,269.10,171.88,31.08,18.08,18.08,17.79,4.75,0.86,9.19,1.36,33.69,81.19,1.34,0.00
SJS Enterprises,543387,SJS,Auto Components,1293.60,4073.01,760.49,195.94,25.76,25.76,35.10,5.98,,14.16,0.05,18.90,194.12,7.68,3.96
Sobhagya Mercant,512014,,Commercial Services & Supplies,567.15,476.40,160.40,25.53,15.92,15.92,30.68,5.96,1.43,11.97,0.08,24.43,81.87,0.00,0.48
South Ind.Bank,532218,SOUTHBANK,Banks,30.71,8034.78,9413.31,5871.13,62.37,62.37,6.16,0.80,0.09,1.08,11.07,13.77,0.00,1813.43,4.83
SRM Contractors,544158,SRM,Construction,497.45,1143.64,526.59,81.25,15.43,15.43,22.79,4.29,0.33,16.04,0.15,25.63,228.90,6.67,2.34
Strides Pharma,532531,STAR,Pharmaceuticals & Biotechnology,883.30,8140.26,4565.34,802.81,17.58,17.58,22.95,3.19,0.67,5.99,0.74,15.16,1764.32,3313.33,3.36
Tejas Cargo,,TEJASCARGO,Transport Services,206.00,492.19,501.15,96.73,19.30,19.30,25.74,2.84,,6.42,0.92,16.72,138.92,6.94,4.19
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1022.00,5418.78,687.35,188.92,27.49,27.49,59.71,9.91,221.15,13.58,0.05,16.91,223.64,14.83,4.77
Transrail Light,544317,TRANSRAILL,Electrical Equipment,719.80,9658.00,5307.75,673.36,12.69,12.69,29.57,5.14,1.11,6.02,0.35,21.63,1929.24,47.99,2.55
Transteel Seatin,,TRANSTEEL,Consumer Durables,132.45,267.27,88.65,22.04,24.86,24.86,21.09,2.67,,8.32,0.38,14.23,87.11,0.28,3.99
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,856.30,653.19,50.85,13.78,27.10,27.10,67.97,10.61,0.61,14.75,0.03,16.95,51.90,1.81,1.40
Vintage Coffee,538920,VINCOFE,Commercial Services & Supplies,139.90,1783.58,308.52,52.98,17.17,17.17,44.42,5.81,,11.52,0.27,17.11,197.17,4.00,2.37
VRL Logistics,539118,VRLLOG,Transport Services,599.85,5244.16,3160.95,572.96,18.13,18.13,28.67,4.84,1.98,7.62,1.13,18.02,114.62,25.46,4.94
VTM,532893,,Textiles & Apparels,112.04,1126.77,344.53,66.91,19.42,19.42,25.88,3.68,0.76,12.79,0.13,15.29,175.29,4.83,0.15
Yash Highvoltage,544310,,Electrical Equipment,389.00,1110.64,150.14,32.00,21.31,21.31,51.87,7.53,1.04,15.68,0.15,22.57,106.39,2.01,3.23
