Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
Banco Products,500039,BANCOINDIA,Auto Components,672.10,9604.23,3212.52,611.16,19.02,19.02,24.51,7.38,0.61,16.23,0.44,33.28,1429.63,43.02,0.94
Bemco Hydraulics,522650,,Industrial Manufacturing,2705.15,591.54,100.12,20.31,20.29,20.29,47.17,8.44,0.30,9.78,0.27,20.04,33.74,1.00,0.29
Bio Green Papers,534535,,"Paper, Forest & Jute Products",208.35,2425.87,407.36,41.24,10.12,10.12,68.82,25.00,0.56,25.16,0.00,25.97,22.08,0.86,0.00
Choice Intl.,531358,CHOICEIN,Finance,692.50,13820.17,910.38,284.59,31.26,31.26,88.29,13.46,1.34,7.36,0.45,18.87,856.03,11.29,4.22
City Union Bank,532210,CUB,Banks,221.44,16420.28,5834.04,4036.90,69.20,69.20,14.61,1.73,0.78,1.51,6.94,12.58,0.00,898.06,4.84
CLN Energy,544347,,Auto Components,570.15,601.69,219.18,23.91,10.91,10.91,46.57,6.37,,8.26,0.17,23.95,81.29,1.21,0.00
CSB Bank,542867,CSBBANK,Banks,391.80,6797.17,3597.14,1948.44,54.17,54.17,11.45,1.51,0.10,1.42,9.43,14.31,0.00,972.06,4.37
DCB Bank,532772,DCBBANK,Banks,145.99,4590.95,6470.59,4442.12,68.65,68.65,7.46,0.81,0.59,0.88,12.16,11.44,0.00,750.51,3.18
Deepak Fertiliz.,500645,DEEPAKFERT,Chemicals & Petrochemicals,1740.90,21953.44,10274.42,1924.72,18.73,18.73,23.52,3.52,0.25,7.58,0.67,16.03,1887.85,80.82,0.96
Exhicon Events,543895,,Other Consumer Services,433.05,561.35,143.51,35.12,24.47,24.47,21.59,5.01,,24.62,0.00,26.63,65.77,2.99,0.45
Fabtech Techn.,544332,,Industrial Manufacturing,390.60,481.20,150.03,16.04,10.69,10.69,36.18,5.10,1.33,12.51,0.01,18.21,81.83,0.87,1.11
Fiem Industries,532768,FIEMIND,Auto Components,1923.30,5058.54,2422.61,322.19,13.30,13.30,25.02,4.88,1.14,15.30,0.02,21.00,492.25,19.87,3.79
Foce India,,FOCE,Consumer Durables,1950.80,954.52,104.25,18.35,17.60,17.60,66.29,12.11,,11.08,0.38,20.11,36.19,0.39,0.06
Frontier Springs,522195,,Auto Components,5315.70,2094.39,231.34,49.66,21.47,21.47,60.43,16.89,3.05,23.68,0.05,32.50,50.03,0.98,1.56
GHV Infra,505504,,Construction,1002.50,1445.11,184.88,24.93,13.48,13.48,84.26,33.94,,15.49,0.73,82.12,15.11,0.00,0.00
GSM Foils,,GSMFOILS,Industrial Products,160.00,204.98,133.80,15.20,11.36,11.36,21.24,6.56,,23.72,0.57,45.66,43.74,0.02,4.11
HVAX Technolog.,,HVAX,Construction,980.00,272.13,131.03,18.58,14.18,14.18,24.65,3.78,0.59,11.92,0.39,21.52,92.40,0.39,4.79
Iconik Sports,511260,,Finance,41.93,141.89,12.71,3.48,27.38,27.38,54.57,2.23,0.27,9.49,0.00,15.03,6.37,0.00,0.00
India Glycols,500201,INDIAGLYCO,Beverages,2097.30,6479.65,3768.26,510.94,13.56,13.56,28.06,2.88,2.31,3.92,0.84,10.72,279.64,60.95,1.96
Indosolar,533257,WAAREEINDO,Electrical Equipment,232.23,966.16,323.91,95.05,29.34,29.34,17.64,23.91,0.33,28.03,1.24,420.74,-14.88,0.84,0.00
Jenburkt Pharma,524731,,Pharmaceuticals & Biotechnology,1392.65,614.62,151.69,40.39,26.63,26.63,19.53,3.58,1.21,17.51,0.02,19.87,40.11,6.72,0.50
Karur Vysya Bank,590003,KARURVYSYA,Banks,273.05,21954.42,9678.04,6179.30,63.85,63.85,11.31,1.84,0.22,1.73,8.66,17.68,0.00,1829.55,1.62
Kolte Patil Dev.,532924,KOLTEPATIL,Realty,481.25,3655.12,1717.38,175.88,10.24,10.24,34.30,4.41,4.26,2.13,1.37,13.63,1233.68,51.47,3.32
Kwality Pharma,539997,,Pharmaceuticals & Biotechnology,1158.20,1201.77,370.20,80.39,21.72,21.72,30.19,4.55,0.81,9.46,0.43,16.31,211.60,1.92,2.91
L T Foods,532783,LTFOODS,Agricultural Food & other Products,494.75,17189.36,8681.47,978.27,11.27,11.27,28.40,4.46,1.07,9.09,0.33,16.76,3330.46,117.09,1.13
Laxmi Goldorna,,LGHL,Consumer Durables,728.10,1519.68,87.82,22.45,25.56,25.56,144.59,23.37,,7.28,1.57,19.03,146.35,0.27,4.82
Laxmipati Engg,537669,,Industrial Manufacturing,301.10,173.13,50.07,10.07,20.11,20.11,26.64,20.21,0.86,12.29,5.26,122.18,19.32,0.05,0.00
Loyal Equipments,539227,,Industrial Manufacturing,345.90,373.23,75.30,16.39,21.77,21.77,35.01,7.34,1.17,16.48,0.19,26.50,41.84,0.42,1.19
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,160.50,248.61,149.73,18.00,12.02,12.02,26.65,2.76,,3.37,1.18,10.95,102.19,6.07,0.00
MAS FINANC SER,540749,MASFIN,Finance,307.65,5582.42,1595.97,1185.23,74.26,74.26,17.98,2.14,1.40,2.89,3.51,14.14,927.58,4.18,2.10
Monolithisch Ind,,MONOLITH,,319.00,693.38,97.26,21.04,21.63,21.63,48.29,,0.42,34.47,0.21,53.30,30.00,0.00,0.00
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,4876.60,24187.11,2349.38,533.72,22.72,22.72,83.81,9.21,-12.72,6.27,0.56,11.52,1073.94,43.73,2.38
NESCO,505355,NESCO,Commercial Services & Supplies,1181.40,8331.79,732.01,437.76,59.80,59.80,22.21,3.17,2.24,13.24,0.00,15.23,219.87,113.66,3.08
OCCL,544278,OCCLLTD,Chemicals & Petrochemicals,122.30,610.99,306.73,52.94,17.26,17.26,28.52,1.54,,8.02,0.11,10.81,104.12,2.07,3.11
Osiajee Texfab,540198,,Textiles & Apparels,261.05,140.97,7.09,5.01,70.66,70.66,28.19,9.42,,28.96,0.13,40.11,5.00,0.03,0.02
Patil Automation,,PATILAUTOM,,203.30,443.62,118.05,15.49,13.12,13.12,39.75,,,10.78,0.43,26.02,52.00,3.99,2.61
Pramara Promotio,,PRAMARA,Media,184.90,167.05,86.42,12.49,14.45,14.45,28.31,2.68,1.00,6.65,0.55,12.39,87.73,1.17,1.65
Purple United,,PURPLEUTED,Textiles & Apparels,343.15,329.76,103.13,20.70,20.07,20.07,31.50,5.45,,11.62,0.68,26.89,91.92,0.03,0.00
R M Drip & Sprin,,RMDRIP,Industrial Products,594.95,1486.18,130.34,35.71,27.40,27.40,62.11,18.59,1.16,21.79,0.32,39.70,85.14,0.66,0.84
Rainbow Foundat.,531694,,Realty,93.84,465.61,156.13,39.51,25.31,25.31,58.13,5.80,1.60,1.18,3.31,10.51,338.23,0.95,0.00
RRPSemiconductor,504346,,Finance,2105.25,2868.19,31.59,11.33,35.87,35.87,339.03,169.72,1.89,43.08,0.71,196.29,28.94,0.36,0.00
Safe Enterprises,,SAFEENTP,,166.70,776.89,138.31,49.44,35.75,35.75,19.82,,,50.13,0.00,77.55,39.53,1.42,4.61
Sharda Cropchem,538666,SHARDACROP,Fertilizers & Agrochemicals,844.80,7619.47,4319.85,595.58,13.79,13.79,25.03,3.05,2.90,6.96,0.00,12.85,1608.42,59.53,4.71
Shraddha Prime,531771,,Realty,187.25,756.51,155.58,30.54,19.63,19.63,30.70,9.60,,8.31,2.40,36.90,262.81,4.79,0.00
Shri Hare-Krish.,,SHKSIL,,63.10,121.10,80.47,10.86,13.50,13.50,13.16,,,10.89,0.15,13.34,50.04,3.13,4.03
Simplex Castings,513472,,Industrial Products,356.05,256.30,171.88,31.08,18.08,18.08,16.94,4.52,0.82,9.19,1.36,33.69,81.19,1.34,1.00
Sobhagya Mercant,512014,,Commercial Services & Supplies,568.30,477.37,160.40,25.53,15.92,15.92,30.74,5.97,1.44,11.97,0.08,24.43,81.87,0.00,0.28
Solarium Green,544354,,Construction,465.00,969.51,230.08,25.90,11.26,11.26,52.15,6.85,,11.93,0.48,22.98,198.62,1.01,3.93
South Ind.Bank,532218,SOUTHBANK,Banks,31.04,8128.76,9413.31,5871.13,62.37,62.37,6.24,0.80,0.10,1.08,11.07,13.77,0.00,1813.43,3.81
SRM Contractors,544158,SRM,Construction,500.90,1154.11,526.59,81.25,15.43,15.43,23.01,4.32,0.33,16.04,0.15,25.63,228.90,6.67,1.37
Strides Pharma,532531,STAR,Pharmaceuticals & Biotechnology,869.15,8019.58,4565.34,802.81,17.58,17.58,22.61,3.14,0.66,5.99,0.74,15.16,1764.32,3313.33,4.91
Sudarshan Chem.,506655,SUDARSCHEM,Chemicals & Petrochemicals,1252.90,9844.39,2760.39,373.13,13.52,12.54,69.04,7.16,9.99,4.72,0.46,11.30,746.47,-26.04,4.72
Tanfac Inds.,506854,,Chemicals & Petrochemicals,3981.85,3971.90,556.98,128.86,23.14,23.14,45.06,12.73,1.15,24.24,0.13,32.50,180.16,2.96,4.28
Tejas Cargo,,TEJASCARGO,Transport Services,203.00,485.02,501.15,96.73,19.30,19.30,25.37,2.80,,6.42,0.92,16.72,138.92,6.94,3.33
Transteel Seatin,,TRANSTEEL,Consumer Durables,131.50,265.34,88.65,22.04,24.86,24.86,20.94,2.65,,8.32,0.38,14.23,87.11,0.28,4.68
Ujjivan Small,542904,UJJIVANSFB,Banks,49.90,9644.97,6354.39,2948.21,46.40,46.40,13.28,1.59,0.84,1.65,6.65,12.42,2761.11,846.20,3.80
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,172.95,181.83,89.85,13.49,15.01,15.01,22.70,2.91,,10.85,0.02,13.56,20.52,0.66,2.81
Vintage Coffee,538920,VINCOFE,Commercial Services & Supplies,136.17,1733.60,308.52,52.98,17.17,17.17,43.18,5.65,,11.52,0.27,17.11,197.17,4.00,4.98
VTM,532893,,Textiles & Apparels,106.87,1074.78,344.53,66.91,19.42,19.42,24.68,3.51,0.72,12.79,0.13,15.29,175.29,4.83,0.00
Yash Highvoltage,544310,,Electrical Equipment,397.85,1135.91,150.14,32.00,21.31,21.31,53.06,7.70,1.06,15.68,0.15,22.57,106.39,2.01,1.03
