Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
OBSC Perfection,,OBSCP,Auto Components,300.45,734.67,142.79,25.39,17.78,17.78,43.83,7.06,,13.68,0.26,25.00,58.13,2.41,3.11
OSEL Devices,,OSELDEVICE,Healthcare Equipment & Supplies,343.85,554.60,186.47,33.40,17.91,17.91,27.66,5.14,,13.53,0.46,30.08,140.09,0.13,1.76
Osiajee Texfab,540198,,Textiles & Apparels,279.75,151.07,7.09,5.01,70.66,70.66,30.21,10.09,,28.96,0.13,40.11,5.00,0.03,0.44
Oswal Pumps,544418,OSWALPUMPS,Industrial Products,736.90,8393.62,758.57,152.64,20.12,20.12,84.37,,,26.06,0.44,77.02,159.75,0.14,0.42
Patil Automation,,PATILAUTOM,,224.40,489.66,118.05,15.49,13.12,13.12,43.88,,,10.78,0.43,26.02,52.00,3.99,3.13
Pramara Promotio,,PRAMARA,Media,193.15,174.51,86.42,12.49,14.45,14.45,29.58,2.80,1.05,6.65,0.55,12.39,87.73,1.17,0.69
Prizor Viztech,,PRIZOR,Industrial Manufacturing,225.05,240.60,70.98,15.21,21.43,21.43,23.70,5.62,,24.93,0.18,41.01,40.12,0.05,1.92
Pro FX,,PROFX,Consumer Durables,107.60,188.34,129.38,17.40,13.45,13.45,15.39,,0.24,21.75,0.06,39.72,37.48,0.68,0.00
Prostarm Info,544410,PROSTARM,Electrical Equipment,164.06,965.28,345.89,47.29,13.67,13.67,31.64,,0.86,13.73,0.57,29.99,132.04,1.90,2.35
Purple United,,PURPLEUTED,Textiles & Apparels,371.35,356.86,103.13,20.70,20.07,20.07,34.08,5.90,,11.62,0.68,26.89,91.92,0.03,0.00
Pushpa Jewellers,,PUSHPA,,122.60,296.97,281.06,31.85,11.33,11.33,13.33,,,31.26,0.38,47.30,59.64,0.21,0.69
Quality Power El,544367,QPOWER,Electrical Equipment,737.20,5709.18,336.65,65.34,19.41,19.41,85.05,13.45,,17.33,0.02,23.24,365.65,54.07,1.58
Rainbow Foundat.,531694,,Realty,97.58,484.18,156.13,39.51,25.31,25.31,60.45,6.04,1.66,1.18,3.31,10.51,338.23,0.95,2.00
Readymix Cons.,,READYMIX,Construction,119.55,131.01,73.28,14.64,19.98,19.98,14.03,2.14,,15.10,0.06,23.39,60.09,0.23,2.80
RRPSemiconductor,504346,,Finance,2278.70,3104.50,31.59,11.33,35.87,35.87,366.96,183.70,2.04,43.08,0.71,196.29,28.94,0.36,0.00
Safe Enterprises,,SAFEENTP,,182.55,850.76,138.31,49.44,35.75,35.75,21.71,,,50.13,0.00,77.55,39.53,1.42,1.32
Sambhv Steel,544430,SAMBHV,Industrial Products,111.15,3274.61,1285.76,160.21,12.46,12.46,39.70,,,11.05,0.80,25.43,184.15,3.29,3.34
Schloss Bangal.,544408,THELEELA,Leisure Services,427.80,14283.21,1300.57,594.97,45.75,45.75,298.37,,,0.62,1.16,13.09,344.45,105.98,2.77
Shri Hare-Krish.,,SHKSIL,Ferrous Metals,69.15,132.71,80.47,10.86,13.50,13.50,14.42,,,10.89,0.15,13.34,50.04,3.13,2.95
Shri Techtex,,SHRITECH,Industrial Products,92.60,231.04,82.67,20.94,25.33,25.33,15.75,2.34,0.58,13.63,0.11,16.08,51.52,4.10,3.04
Simplex Castings,513472,,Industrial Products,395.95,285.02,171.88,31.08,18.08,18.08,18.84,5.03,0.91,9.19,1.36,33.69,81.19,1.34,3.43
Sirca Paints,543686,SIRCA,Consumer Durables,411.65,2256.48,374.00,67.44,18.03,18.03,45.96,6.45,3.12,12.25,0.00,14.92,220.26,5.16,1.03
Sobhagya Mercant,512014,,Commercial Services & Supplies,544.30,457.21,160.40,25.53,15.92,15.92,29.44,5.72,1.38,11.97,0.08,24.43,81.87,0.00,4.49
Sodhani Academy,544257,,Other Consumer Services,284.00,161.74,3.55,1.96,55.21,55.21,42.01,11.61,,37.02,0.00,37.58,0.95,2.99,3.35
Srigee DLM,544399,,Industrial Manufacturing,316.75,189.21,71.23,7.37,10.35,10.35,37.77,,,17.38,0.20,29.45,10.80,0.13,2.03
Swaraj Engines,500407,SWARAJENG,Industrial Products,4292.50,5239.66,1681.89,227.31,13.52,13.52,31.72,12.44,1.68,26.88,0.00,41.94,215.56,16.41,4.16
Tankup Engi.,,TANKUP,,337.05,178.46,20.30,2.50,12.32,12.32,117.41,,,9.53,1.42,29.40,14.19,0.17,2.91
Tejas Cargo,,TEJASCARGO,Transport Services,237.00,566.26,501.15,96.73,19.30,19.30,29.62,3.27,,6.42,0.92,16.72,138.92,6.94,2.87
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1068.40,5645.60,687.35,188.92,27.49,27.49,62.21,10.36,230.41,13.58,0.05,16.91,223.64,14.83,2.93
Transrail Light,544317,TRANSRAILL,Electrical Equipment,759.15,10204.14,5307.75,673.36,12.69,12.69,31.24,5.42,1.17,6.02,0.35,21.63,1929.24,47.99,1.52
Transteel Seatin,,TRANSTEEL,Consumer Durables,132.95,268.28,88.65,22.04,24.86,24.86,21.17,2.68,,8.32,0.38,14.23,87.11,0.28,3.62
UTI AMC,543238,UTIAMC,Capital Markets,1345.80,17220.29,1851.09,1101.57,59.51,59.51,23.54,3.74,1.07,14.78,0.00,16.28,222.63,8.85,4.41
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,171.70,180.52,89.85,13.49,15.01,15.01,22.54,2.89,,10.85,0.02,13.56,20.52,0.66,3.51
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,897.00,684.24,50.85,13.78,27.10,27.10,71.20,11.12,0.64,14.75,0.03,16.95,51.90,1.81,0.00
VRL Logistics,539118,VRLLOG,Transport Services,604.90,5292.73,3160.95,572.96,18.13,18.13,28.93,4.88,2.00,7.62,1.13,18.02,114.62,25.46,4.14
VTM,532893,,Textiles & Apparels,119.25,1199.28,344.53,66.91,19.42,19.42,27.54,3.92,0.81,12.79,0.13,15.29,175.29,4.83,2.77
Yash Highvoltage,544310,,Electrical Equipment,452.95,1293.23,150.14,32.00,21.31,21.31,60.40,8.76,1.21,15.68,0.15,22.57,106.39,2.01,1.04
