Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
GSM Foils,,GSMFOILS,Industrial Products,163.15,209.02,133.80,15.20,11.36,11.36,21.66,6.69,,23.72,0.57,45.66,43.74,0.02,2.22
GTV Engineering,539479,,Industrial Manufacturing,1157.55,361.61,102.77,16.17,15.73,15.73,32.72,7.65,0.48,15.02,0.24,26.42,35.66,0.18,3.46
HVAX Technolog.,,HVAX,Construction,1008.00,279.91,131.03,18.58,14.18,14.18,25.35,3.89,0.60,11.92,0.39,21.52,92.40,0.39,2.07
Iconik Sports,511260,,Finance,39.94,135.16,12.71,3.48,27.38,27.38,51.98,2.12,0.25,9.49,0.00,15.03,6.37,0.00,0.00
Indosolar,533257,WAAREEINDO,Electrical Equipment,232.23,966.16,323.91,95.05,29.34,29.34,17.64,23.91,0.33,28.03,1.24,420.74,-14.88,0.84,0.00
Jenburkt Pharma,524731,,Pharmaceuticals & Biotechnology,1352.55,596.92,151.69,40.39,26.63,26.63,18.97,3.48,1.17,17.51,0.02,19.87,40.11,6.72,1.99
Karur Vysya Bank,590003,KARURVYSYA,Banks,273.95,22045.87,9678.04,6179.30,63.85,63.85,11.35,1.85,0.22,1.73,8.66,17.68,0.00,1829.55,1.30
Kimia Bioscien.,530313,,Pharmaceuticals & Biotechnology,80.78,382.19,118.92,20.25,17.03,17.03,39.77,48.07,0.84,9.61,4.27,2912.12,13.99,1.32,0.00
Kolte Patil Dev.,532924,KOLTEPATIL,Realty,492.40,3741.24,1717.38,175.88,10.24,10.24,35.11,4.51,4.36,2.13,1.37,13.63,1233.68,51.47,0.55
Kwality Pharma,539997,,Pharmaceuticals & Biotechnology,1157.95,1201.51,370.20,80.39,21.72,21.72,30.18,4.55,0.81,9.46,0.43,16.31,211.60,1.92,2.28
L T Foods,532783,LTFOODS,Agricultural Food & other Products,475.95,16532.60,8681.47,978.27,11.27,11.27,27.31,4.29,1.03,9.09,0.33,16.76,3330.46,117.09,4.56
Laxmi Goldorna,,LGHL,Consumer Durables,736.25,1536.69,87.82,22.45,25.56,25.56,146.21,23.63,,7.28,1.57,19.03,146.35,0.27,3.76
Laxmipati Engg,537669,,Industrial Manufacturing,286.80,164.91,50.07,10.07,20.11,20.11,25.37,19.25,0.82,12.29,5.26,122.18,19.32,0.05,0.00
Loyal Equipments,539227,,Industrial Manufacturing,333.40,359.74,75.30,16.39,21.77,21.77,33.75,7.07,1.13,16.48,0.19,26.50,41.84,0.42,4.69
Lumax Auto Tech.,532796,LUMAXTECH,Auto Components,1151.00,7844.62,3636.67,464.76,12.78,12.78,44.13,8.39,1.76,7.85,0.97,20.62,626.58,51.03,4.80
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,157.40,243.81,149.73,18.00,12.02,12.02,26.13,2.71,,3.37,1.18,10.95,102.19,6.07,0.00
Magna Electrocas,517449,,Industrial Products,1260.75,533.57,176.45,34.21,19.39,19.39,23.08,4.13,0.82,14.86,0.09,19.45,48.01,1.73,4.27
Manorama Indust.,541974,MANORAMA,Food Products,1468.80,8746.53,770.84,191.05,24.78,24.78,78.06,18.95,2.09,13.02,1.04,28.05,756.72,18.56,3.37
MAS FINANC SER,540749,MASFIN,Finance,309.60,5620.53,1595.97,1185.23,74.26,74.26,18.11,2.15,1.41,2.89,3.51,14.14,927.58,4.18,1.48
Monolithisch,,MONOLITH,,303.85,660.45,97.26,21.04,21.63,21.63,45.99,,0.40,34.47,0.21,53.30,30.00,0.00,0.00
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,4887.70,24269.11,2349.38,533.72,22.72,22.72,84.10,9.23,-12.76,6.27,0.56,11.52,1073.94,43.73,2.16
NESCO,505355,NESCO,Commercial Services & Supplies,1198.30,8428.02,732.01,437.76,59.80,59.80,22.46,3.21,2.26,13.24,0.00,15.23,219.87,113.66,1.70
OCCL,544278,OCCLLTD,Chemicals & Petrochemicals,120.12,600.21,306.73,52.94,17.26,17.26,28.02,1.51,,8.02,0.11,10.81,104.12,2.07,4.83
Osiajee Texfab,540198,,Textiles & Apparels,248.70,134.30,7.09,5.01,70.66,70.66,26.86,8.97,,28.96,0.13,40.11,5.00,0.03,3.98
Patil Automation,,PATILAUTOM,,198.85,433.91,118.05,15.49,13.12,13.12,38.88,,,10.78,0.43,26.02,52.00,3.99,0.00
Pramara Promotio,,PRAMARA,Media,186.40,168.42,86.42,12.49,14.45,14.45,28.55,2.70,1.01,6.65,0.55,12.39,87.73,1.17,0.32
Prostarm Info,544410,PROSTARM,Electrical Equipment,152.26,896.62,345.89,47.29,13.67,13.67,29.39,,0.80,13.73,0.57,29.99,132.04,1.90,2.62
Purple United,,PURPLEUTED,Textiles & Apparels,336.45,323.32,103.13,20.70,20.07,20.07,30.88,5.34,,11.62,0.68,26.89,91.92,0.03,1.78
R M Drip & Sprin,,RMDRIP,Industrial Products,594.90,1486.06,130.34,35.71,27.40,27.40,62.10,18.59,1.16,21.79,0.32,39.70,85.14,0.66,0.85
Rainbow Foundat.,531694,,Realty,89.38,443.49,156.13,39.51,25.31,25.31,55.37,5.53,1.52,1.18,3.31,10.51,338.23,0.95,0.00
Reliance Infra.,500390,RELINFRA,Power,406.40,15973.99,23591.88,3756.45,15.92,15.92,3.68,1.12,0.10,12.93,0.44,37.51,-18000.06,7932.88,4.38
RRPSemiconductor,504346,,Finance,2064.00,2811.99,31.59,11.33,35.87,35.87,332.39,166.39,1.85,43.08,0.71,196.29,28.94,0.36,0.00
Safe,,SAFEENTP,,174.75,814.41,138.31,49.44,35.75,35.75,20.78,,,50.13,0.00,77.55,39.53,1.42,0.00
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,779.80,16277.53,1642.05,390.44,23.78,23.78,93.84,7.50,5.62,6.45,0.13,10.92,946.96,37.34,3.59
Shraddha Prime,531771,,Realty,183.60,741.76,155.58,30.54,19.63,19.63,30.10,9.41,,8.31,2.40,36.90,262.81,4.79,0.00
Simplex Castings,513472,,Industrial Products,342.55,246.58,171.88,31.08,18.08,18.08,16.30,4.35,0.79,9.19,1.36,33.69,81.19,1.34,3.48
Sirca Paints,543686,SIRCA,Consumer Durables,375.55,2058.35,374.00,67.44,18.03,18.03,41.92,5.89,2.84,12.25,0.00,14.92,220.26,5.16,4.54
Sobhagya Mercant,512014,,Commercial Services & Supplies,549.30,461.42,160.40,25.53,15.92,15.92,29.71,5.77,1.39,11.97,0.08,24.43,81.87,0.00,0.00
Solarium Green,544354,,Construction,465.00,969.50,230.08,25.90,11.26,11.26,52.15,6.85,,11.93,0.48,22.98,198.62,1.01,3.93
South Ind.Bank,532218,SOUTHBANK,Banks,31.60,8264.87,9413.31,5871.13,62.37,62.37,6.34,0.82,0.10,1.08,11.07,13.77,0.00,1813.43,0.41
SRM Contractors,544158,SRM,Construction,490.10,1126.08,526.59,81.25,15.43,15.43,22.45,4.22,0.33,16.04,0.15,25.63,228.90,6.67,3.50
Sudarshan Chem.,506655,SUDARSCHEM,Chemicals & Petrochemicals,1275.70,10024.76,2760.39,373.13,13.52,12.54,70.30,7.29,10.17,4.72,0.46,11.30,746.47,-26.04,2.99
Tanfac Inds.,506854,,Chemicals & Petrochemicals,4076.50,4066.31,556.98,128.86,23.14,23.14,46.13,13.03,1.18,24.24,0.13,32.50,180.16,2.96,1.53
Tejas Cargo,,TEJASCARGO,Transport Services,203.00,485.02,501.15,96.73,19.30,19.30,25.37,2.80,,6.42,0.92,16.72,138.92,6.94,3.33
Transteel Seatin,,TRANSTEEL,Consumer Durables,132.40,267.16,88.65,22.04,24.86,24.86,21.09,2.67,,8.32,0.38,14.23,87.11,0.28,4.02
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,827.10,630.92,50.85,13.78,27.10,27.10,65.65,10.25,0.59,14.75,0.03,16.95,51.90,1.81,0.00
VTM,532893,,Textiles & Apparels,101.79,1023.70,344.53,66.91,19.42,19.42,23.51,3.34,0.69,12.79,0.13,15.29,175.29,4.83,2.11
