Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,100.15,28.49,244.64,102.21,26.33,25.76,29.80,9.09,1.42,0.71,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,23.01,-0.87,-1.50,0.00,63.45
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,230.65,45.71,107.55,72.49,10.06,13.88,15.85,13.34,1.58,1.60,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,10.94,0.00,0.00,0.36,57.67
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,79.96,28.38,143.43,35.27,6.43,18.23,19.83,19.07,1.44,0.13,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,13.93,0.05,0.00,0.00,64.74
Chetana Educa.,,CHETANA,Printing & Publication,Printing & Publication,53.60,41.02,109.34,102.93,19.42,18.87,22.72,8.51,1.24,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,16.39,-1.40,0.94,0.26,58.45
Cohance Life,543064,COHANCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,532.40,31.02,20367.87,2252.45,579.88,25.74,31.34,59.29,5.38,-3.66,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.29,9.41,-0.72,0.95,59.92
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,Stockbroking & Allied,209.17,40.47,1478.54,278.28,165.75,59.56,58.51,13.18,4.77,0.19,33.97,0.01,49.22,210.57,0.06,94.72,45.72,0.00,12.43,0.05,-0.06,0.03,50.78
Danlaw Tech.,532329,,Industrial Manufacturing,Industrial Products,752.80,41.57,366.66,237.35,34.83,14.67,14.74,18.43,4.28,0.15,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.75,0.00,0.00,1.09,53.50
De Neers Tools,,DENEERS,Industrial Products,Iron & Steel Products,156.65,46.93,134.82,142.50,28.16,19.76,19.30,7.64,1.65,0.14,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,14.30,1.51,-0.77,2.23,58.20
DJ Mediaprint,543193,DJML,Transport Services,Logistics Solution Provider,69.37,51.04,238.48,91.57,18.14,19.81,21.84,31.71,3.22,1.07,8.13,0.23,13.49,50.19,0.22,29.34,2.43,27.56,4.70,-0.03,-0.16,1.36,61.96
Dynamic Services,,DYNAMIC,Commercial Services & Supplies,Diversified Commercial Services,128.80,66.75,177.05,347.25,49.12,14.15,13.61,7.74,0.90,0.08,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,16.65,0.00,-0.05,2.98,67.13
Easy Trip Plann.,543272,EASEMYTRIP,Leisure Services,"Tour, Travel Related Services",7.35,39.30,2673.09,522.18,64.87,12.42,24.74,49.44,3.09,109.87,10.70,0.04,16.21,410.27,-19.97,257.93,106.18,2.87,2.72,0.01,-2.09,0.51,59.73
Eco Recyc.,530643,,Other Utilities,Waste Management,445.90,36.94,860.44,43.35,25.83,59.58,70.66,41.97,8.50,0.30,23.12,0.07,84.05,43.87,3.71,12.82,2.05,10.66,3.32,-0.04,-0.02,0.24,55.32
Emerald Finance,538882,,Finance,Non Banking Financial Company (NBFC),76.96,48.02,265.82,25.78,18.89,73.27,70.34,22.30,2.93,0.42,10.60,0.17,13.76,106.31,0.09,4.20,0.00,0.00,6.84,0.00,-4.22,0.79,54.09
EMS,543983,EMSLIMITED,Other Utilities,Waste Management,421.30,37.88,2339.51,926.49,226.20,24.41,26.31,14.33,2.25,0.44,17.21,0.16,20.69,705.51,12.58,398.78,27.78,102.46,9.66,-0.05,-0.02,0.72,52.61
Espire Hospi,532016,,Leisure Services,Hotels & Resorts,280.55,52.95,418.65,132.43,21.88,16.52,18.80,139.55,10.69,0.37,6.59,3.26,35.33,51.26,0.60,2.82,13.28,0.31,2.78,0.00,0.00,8.47,54.75
Forbes Precision,544186,,Industrial Manufacturing,Industrial Products,138.95,21.53,716.91,239.03,52.92,22.14,22.01,25.01,4.70,,12.65,0.13,18.84,48.07,3.78,29.79,30.51,37.76,5.77,-0.02,0.01,0.46,53.67
Frog Innovations,,FROG,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,157.60,41.35,245.14,219.39,35.57,16.21,16.21,14.24,1.54,0.83,12.08,0.08,16.07,69.32,2.84,44.16,21.01,35.77,13.50,0.12,-0.09,0.37,65.59
Galaxy Bearings,526073,,Industrial Products,Abrasives & Bearings,493.95,17.16,157.08,77.52,10.95,14.13,18.52,25.71,1.47,26.51,9.88,0.25,13.63,66.43,1.11,39.33,7.02,23.50,5.58,0.00,0.00,2.59,55.94
Gem Aromatics,544491,GEMAROMA,Chemicals & Petrochemicals,Specialty Chemicals,165.50,51.22,864.52,503.95,88.45,17.55,17.55,21.09,1.90,1.08,11.81,0.32,20.73,221.06,1.69,92.98,47.72,226.44,8.50,,,1.74,52.66
Genesys Intl.,506109,GENESYS,IT - Services,IT Enabled Services,425.75,45.65,1778.37,331.07,151.83,45.86,46.00,30.28,2.60,-9.15,7.94,0.21,10.76,390.92,7.06,209.38,33.94,0.00,5.32,-0.04,-0.15,1.51,59.64
Gensol Engineer.,542851,GENSOL,Electrical Equipment,Other Electrical Equipment,26.99,38.51,103.77,1451.84,329.58,22.70,23.86,1.01,0.17,0.01,3.16,2.33,22.38,224.48,3.86,308.51,167.81,3.88,24.13,0.14,4.25,4.66,96.61
Go Fashion (I),543401,GOCOLORS,Retailing,Speciality Retail,462.70,33.42,2499.00,866.54,267.57,30.88,31.95,28.31,3.37,0.74,7.65,0.72,14.32,441.59,24.99,126.23,38.20,241.67,5.78,0.43,-1.08,3.25,55.00
GRP,509152,GRPLTD,Industrial Products,Rubber,1688.10,36.25,900.32,548.71,66.04,12.04,12.51,32.69,4.97,0.46,8.28,1.12,17.44,48.41,2.36,95.87,20.08,49.73,4.66,-0.38,-0.01,3.96,52.24
H.G. Infra Engg.,541019,HGINFRA,Construction,Civil Construction,760.30,37.96,4954.96,5012.43,991.58,19.78,20.93,12.31,1.61,1.36,7.01,1.84,18.28,1301.98,39.51,444.24,1177.16,419.98,8.33,-0.04,-0.11,6.55,51.29
Indian Emuls,,IEML,Chemicals & Petrochemicals,Specialty Chemicals,88.10,35.46,161.52,126.71,24.47,19.31,19.38,9.74,1.75,0.02,14.67,0.35,24.08,64.26,0.52,58.94,10.77,28.01,11.98,1.81,-0.06,1.43,57.84
Indo Tech.Trans.,532717,INDOTECH,Electrical Equipment,Heavy Electrical Equipment,1544.00,38.71,1639.73,730.19,99.87,13.68,13.83,19.47,5.05,0.26,15.50,0.04,25.66,253.35,18.51,153.74,82.34,169.01,7.31,0.19,0.01,0.10,59.29
Indo US Bio-Tech,541304,INDOUS,Agricultural Food & other Products,Other Agricultural Products,121.94,44.57,244.51,118.56,19.75,16.66,18.24,14.49,2.82,0.32,17.85,0.32,23.03,77.75,0.17,33.39,1.10,60.87,6.92,0.00,0.00,1.47,62.48
Insolation Ener,543620,,Power,Power Generation,136.00,44.22,2997.37,1498.48,182.38,12.17,12.09,20.67,4.36,0.13,22.76,0.37,34.87,206.93,20.69,237.65,139.18,181.77,6.12,0.13,-0.15,1.36,63.63
Kamdhenu,532741,KAMDHENU,Industrial Products,Iron & Steel Products,24.57,47.77,692.59,759.70,89.21,11.74,10.09,9.94,1.90,0.32,18.66,0.00,21.99,276.67,10.28,52.44,20.22,10.53,13.98,-0.32,-1.91,0.01,53.33
Kay Cee,,KCEIL,Construction,Civil Construction,143.90,33.41,175.90,198.15,34.55,17.44,17.78,8.28,1.88,0.11,12.27,0.59,32.11,89.54,0.69,38.27,24.25,37.76,16.37,-9.48,-0.81,1.56,64.76
Kaytex Fabrics,,KAYTEX,Textiles & Apparels,Garments & Apparels,72.00,34.43,105.83,157.63,31.13,19.75,20.01,5.93,0.98,0.10,15.31,0.40,40.49,93.42,1.04,49.83,20.26,54.31,24.09,,,1.55,54.11
Kimia Bioscien.,530313,,Pharmaceuticals & Biotechnology,Pharmaceuticals,31.98,52.20,151.31,125.92,18.23,14.48,17.03,18.50,13.07,0.28,9.10,3.11,186.78,-6.20,1.38,28.18,47.87,34.65,8.57,0.00,0.00,2.26,63.18
KNR Construct.,532942,KNRCON,Construction,Civil Construction,167.11,56.23,4699.71,3082.53,852.58,27.66,33.86,6.82,0.99,0.15,17.05,0.49,27.24,2574.81,54.70,874.47,261.32,158.57,14.02,-3.59,0.46,2.43,53.18
Kore Digital,,KDL,Telecom - Services,Telecom - Infrastructure,175.35,52.70,210.84,493.81,72.86,14.75,14.49,4.35,1.61,,16.13,0.05,35.48,72.22,0.11,224.09,151.17,13.59,30.41,-0.14,0.00,0.10,72.50
Lakshya Powertec,,LAKSHYA,Construction,Civil Construction,119.25,46.48,120.25,182.10,23.29,12.79,14.15,7.87,1.19,0.05,13.54,0.57,25.41,92.16,1.16,60.13,22.83,55.87,13.68,-1.44,-0.19,2.43,65.33
Laxmi Dental,544339,LAXMIDENTL,Healthcare Equipment & Supplies,Medical Equipment & Supplies,263.80,42.38,1449.90,260.21,42.08,16.17,17.84,56.28,6.32,0.80,12.31,0.04,21.88,91.80,6.74,42.24,8.91,19.09,2.29,-2.45,-1.20,0.27,54.83
Magellanic Cloud,538891,MCLOUD,IT - Software,Computers - Software & Consulting,25.74,29.48,1516.26,636.17,211.53,33.25,34.26,14.14,2.60,0.27,12.17,0.47,22.23,180.08,4.68,293.79,39.80,18.55,9.91,0.00,0.04,1.57,75.58
Man Infra,533169,MANINFRA,Construction,Civil Construction,129.01,45.10,5207.70,867.78,244.55,28.18,27.13,19.18,2.38,2.02,14.42,0.01,17.49,1867.29,160.27,55.80,51.16,576.26,8.28,-0.09,0.93,0.08,50.04
Manoj Ceramic,544073,,Consumer Durables,Ceramics,100.00,47.95,137.07,179.73,24.48,13.62,13.76,11.22,0.97,0.09,7.31,0.45,16.23,139.71,0.23,99.55,16.61,58.93,12.80,0.00,2.82,2.39,56.23
Maxposure,,MAXPOSURE,Entertainment,Media & Entertainment,44.60,33.97,101.42,77.69,11.01,14.17,16.94,11.83,1.42,,9.76,0.12,12.87,27.13,0.77,21.70,4.47,0.95,11.22,-0.65,-0.91,0.81,56.68
Mazda,523792,MAZDA,Industrial Manufacturing,Industrial Products,213.50,34.61,427.53,200.77,32.27,16.07,15.50,16.79,1.82,3.13,9.84,0.00,11.24,159.49,6.21,39.83,29.53,66.81,8.23,0.00,-0.07,0.00,50.22
Mehai Technology,540730,,Commercial Services & Supplies,Trading & Distributors,1.70,31.35,125.98,147.63,17.41,11.79,11.09,13.68,0.89,0.07,7.49,0.36,10.63,52.89,0.65,34.28,5.74,23.67,10.08,0.00,0.00,2.97,91.17
Meta Infotech,544441,,IT - Services,IT Enabled Services,114.00,36.39,215.25,218.82,25.11,11.48,11.48,15.98,2.95,0.22,23.82,0.44,42.60,44.02,-1.11,198.77,142.72,23.43,9.98,,,1.35,54.40
Monarch Surve.,544453,,Commercial Services & Supplies,Consulting Services,217.10,42.01,307.33,176.64,57.92,32.79,33.16,7.78,1.47,0.08,27.84,0.06,38.11,48.37,2.43,52.99,8.66,0.00,17.83,,,0.24,50.09
Motisons Jewel,544053,MOTISONS,Consumer Durables,"Gems, Jewellery And Watches",15.29,31.74,1505.85,441.57,83.55,18.92,14.81,26.94,3.40,0.63,8.78,0.12,11.64,443.67,0.22,1.81,20.92,498.11,5.30,0.00,-0.02,0.67,50.66
Newgen Software,540900,NEWGEN,IT - Software,Computers - Software & Consulting,830.45,38.40,11818.78,1532.45,392.92,25.64,25.30,35.95,7.39,1.52,16.52,0.03,22.50,1287.10,65.11,514.75,64.27,0.00,3.68,0.12,-1.52,0.12,53.84
Owais Metal,,OWAIS,Ferrous Metals,Ferro & Silica Manganese,267.85,26.51,487.02,230.90,66.74,28.90,30.93,9.66,3.56,,34.54,0.21,55.32,108.67,-2.02,116.08,21.13,45.25,12.81,-0.05,-0.02,0.43,78.12
Par Drugs & Che.,,PAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,100.82,51.64,124.06,98.42,13.48,13.70,19.31,12.80,1.17,1.17,11.38,0.00,13.62,44.92,3.38,17.63,9.02,5.28,14.62,0.00,0.00,0.00,54.17
PC Jeweller,534809,PCJEWELLER,Consumer Durables,"Gems, Jewellery And Watches",8.82,21.24,6463.73,2888.63,562.32,19.47,17.65,10.52,0.88,0.20,7.38,0.22,12.68,6502.94,197.72,1002.07,14.80,6913.32,9.33,-0.84,1.54,2.15,55.11
Prakash Pipes,542684,PPL,Industrial Products,Plastic Products - Industrial,244.12,44.46,583.89,759.86,85.02,11.19,15.56,11.00,1.28,0.52,15.49,0.03,20.50,319.07,5.07,88.63,41.48,76.80,21.67,0.00,-0.46,0.16,52.23
Premier Polyfilm,514354,PREMIERPOL,Industrial Products,Plastic Products - Industrial,39.37,37.50,412.37,272.69,41.32,15.15,14.29,15.70,3.12,0.41,17.57,0.00,24.45,69.94,0.00,34.05,9.55,31.53,8.91,0.00,-0.02,0.00,53.99
Pudumjee Paper,539785,PDMJEPAPER,"Paper, Forest & Jute Products",Paper & Paper Products,93.49,31.23,887.69,787.35,111.25,14.13,15.43,9.69,1.41,0.35,12.18,0.02,16.74,311.89,28.23,78.26,65.18,143.40,14.24,0.00,-0.17,0.09,54.13
Rainbow Foundat.,531694,,Realty,"Residential, Commercial Projects",50.20,27.69,249.08,176.16,43.93,24.94,25.31,31.57,3.01,0.17,1.18,6.99,10.51,77.50,0.97,71.69,55.48,642.45,5.42,0.00,0.00,12.99,63.92
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,Industrial Products,63.90,36.74,1141.74,323.30,67.20,20.79,18.37,21.18,3.49,0.58,13.72,0.05,26.12,101.69,8.12,21.93,49.89,141.68,6.91,2.10,2.22,0.25,73.92
Raymond Realty,544420,RAYMONDREL,Realty,"Residential, Commercial Projects",482.35,43.08,3211.18,565.18,61.03,10.80,10.80,44.42,2.39,,1.65,0.42,72.31,2674.02,2.12,103.10,520.26,2367.27,1.71,-1.84,-4.33,9.25,54.29
Refex Industries,532884,REFEX,Chemicals & Petrochemicals,Industrial Gases,255.45,31.78,3502.97,2136.51,222.99,10.44,8.50,19.98,2.62,,12.19,0.14,18.91,1090.70,38.19,583.37,204.11,59.97,7.53,-0.02,-0.26,0.70,52.16
Regaal Resources,544485,REGAAL,Agricultural Food & other Products,Other Agricultural Products,68.18,29.44,700.37,915.16,112.79,12.32,12.32,13.65,1.53,0.61,6.59,1.09,25.21,135.60,2.42,19.95,83.79,106.60,10.03,,,4.92,53.21
Revathi Equip,544246,RVTH,Industrial Manufacturing,Industrial Products,688.20,25.66,211.07,151.89,17.93,11.80,16.82,20.20,1.66,1.13,8.49,0.42,17.37,74.03,11.94,7.97,22.77,63.33,10.47,0.00,0.00,1.94,68.65
RMC Switchgears,540358,,Electrical Equipment,Other Electrical Equipment,422.80,35.15,445.07,406.48,65.97,16.23,16.67,10.95,3.52,0.04,14.83,0.59,37.54,94.01,1.85,91.50,56.81,28.22,12.57,0.21,-0.22,1.16,62.35
Rockingdeals Cir,,ROCKINGDCE,Commercial Services & Supplies,Trading & Distributors,273.40,80.11,250.12,83.60,13.72,16.41,19.01,34.03,5.10,0.14,11.52,0.21,14.40,28.01,0.12,12.70,2.43,28.11,4.07,0.00,0.00,0.91,51.83
Route Mobile,543228,ROUTE,Telecom - Services,Other Telecom Services,694.15,49.04,4372.98,4529.04,481.56,10.63,11.56,14.90,1.73,0.57,9.55,0.01,14.48,1651.09,-101.73,968.51,595.32,0.00,13.46,-0.67,-0.62,0.05,52.11
Sahana Systems,,SAHANA,IT - Services,IT Enabled Services,855.30,30.16,755.84,228.97,74.35,32.47,33.58,11.97,3.74,,22.79,0.07,30.52,156.48,5.85,72.23,25.65,1.99,10.40,0.04,-0.04,0.18,58.48
Shivalic Power,,SPCL,Electrical Equipment,Other Electrical Equipment,81.80,48.97,197.27,133.07,17.08,12.84,14.22,17.74,1.67,0.19,11.33,0.04,16.12,101.77,1.37,41.99,14.53,61.61,9.00,-2.07,-0.21,0.27,66.58
Shradha Infrapr.,,SHRADHA,Realty,"Residential, Commercial Projects",38.55,36.84,312.25,110.26,31.41,28.49,26.77,15.83,1.95,0.11,5.41,1.15,12.73,198.07,10.88,46.80,11.86,240.37,8.50,0.00,0.00,4.83,54.45
Shree Ganesh Rem,540737,,Pharmaceuticals & Biotechnology,Pharmaceuticals,430.00,40.69,552.02,106.47,36.71,34.48,36.10,27.01,3.59,1.41,12.53,0.24,17.01,63.74,4.35,24.57,9.51,22.14,5.38,0.00,0.00,1.21,54.74
Silicon Rental,543615,,Commercial Services & Supplies,Diversified Commercial Services,113.70,26.90,129.84,108.68,42.58,39.18,44.34,12.35,1.24,1.72,12.98,0.04,15.26,56.67,0.63,31.41,0.00,0.54,14.61,0.00,0.00,0.30,59.87
Solarium Green,544354,,Construction,Civil Construction,232.70,40.23,485.53,265.01,27.70,10.45,11.40,23.94,3.21,0.22,11.93,0.77,23.01,143.14,3.59,115.78,16.08,52.95,5.80,-3.01,-2.65,3.86,51.92
Spectrum Electr.,544386,SPECTRUM,Industrial Manufacturing,Industrial Products,1180.80,44.64,1855.49,442.56,61.01,13.79,13.18,60.30,8.61,1.28,6.56,0.76,13.70,41.66,6.41,91.66,53.54,104.62,2.86,0.00,0.22,2.85,50.80
Sterling Tools,530759,STERTOOLS,Auto Components,Auto Components & Equipments,271.20,43.39,981.32,860.63,91.00,10.57,10.72,23.49,1.86,0.72,7.77,0.32,12.28,203.30,23.11,94.13,61.30,145.32,6.46,-0.70,0.10,2.52,56.23
Suraj Estate,544054,SURAJEST,Realty,"Residential, Commercial Projects",257.00,47.88,1227.78,583.36,190.23,32.61,36.91,13.25,1.28,0.24,6.53,0.57,13.98,1398.64,4.19,67.73,46.18,909.27,10.90,-0.52,-0.48,2.89,60.34
Suratwwala Busi.,543218,SBGLP,Realty,"Residential, Commercial Projects",36.06,56.76,625.34,66.58,26.29,39.49,39.83,30.94,7.62,0.72,6.81,0.79,16.75,107.45,2.01,14.48,22.01,142.57,3.97,0.00,0.00,2.39,74.22
Suyog Gurbaxani,543391,,Construction,Civil Construction,126.35,53.10,314.13,57.39,23.70,41.30,33.05,22.06,10.19,0.46,6.77,5.24,43.19,138.75,0.01,1.28,9.08,0.96,4.26,0.00,0.00,9.45,51.83
Suyog Telematics,537259,SUYOG,Telecom - Services,Telecom - Infrastructure,582.65,30.92,651.96,202.71,121.27,59.82,57.19,17.62,1.50,-26.30,6.90,0.54,11.61,94.76,4.41,60.89,19.57,7.16,8.23,-0.08,-1.80,3.24,68.19
Swastika Investm,530585,,Capital Markets,Stockbroking & Allied,73.16,35.95,147.04,115.91,24.91,21.49,25.21,11.36,1.13,0.45,5.64,0.18,20.72,60.91,0.67,28.38,249.65,2.72,-34.82,0.00,0.00,0.97,65.57
T R I L,532928,TARIL,Electrical Equipment,Heavy Electrical Equipment,285.65,46.06,8574.24,2225.20,355.78,15.99,16.24,34.63,6.37,0.24,12.75,0.27,23.45,814.58,53.37,527.05,320.01,632.40,4.33,-0.09,0.27,0.97,56.07
TBI Corn,,TBI,Agricultural Food & other Products,Other Agricultural Products,87.05,51.75,158.07,254.32,28.91,11.37,11.26,9.66,1.42,,9.68,0.78,18.90,88.97,1.88,59.95,0.74,73.03,12.16,-0.61,-0.02,3.13,55.04
Trident Techlabs,,TECHLABS,IT - Software,Computers - Software & Consulting,337.80,45.77,583.75,119.00,29.45,24.75,24.53,30.06,8.62,0.19,12.09,0.26,21.96,69.84,0.73,51.06,10.04,2.31,4.95,-2.34,-0.18,0.61,79.77
Trust Fintech,,TRUST,IT - Software,Software Products,47.75,37.69,113.77,34.86,9.86,28.28,31.32,13.98,0.99,0.16,10.55,0.00,11.57,69.88,4.07,20.23,1.50,0.77,10.40,-0.71,-0.01,0.00,72.40
Tuticorin Alkali,506808,,Chemicals & Petrochemicals,Commodity Chemicals,51.38,41.78,625.99,318.90,70.52,22.11,20.06,19.83,3.90,0.41,9.44,0.59,40.21,-90.54,3.39,19.98,87.75,69.93,9.12,0.00,0.08,1.43,52.29
Twamev Constr.,532738,TICL,Construction,Civil Construction,22.51,27.09,348.91,88.91,30.16,33.92,33.14,3.46,1.13,0.02,14.59,1.14,36.37,-184.68,35.52,48.65,13.46,33.18,15.64,-0.01,0.00,3.24,62.00
Upsurge Invest.,531390,,Finance,Non Banking Financial Company (NBFC),67.85,37.86,136.18,99.66,12.70,12.74,17.58,12.74,1.21,0.68,19.53,0.23,20.45,64.89,2.20,0.17,0.00,32.89,11.19,0.00,0.00,1.75,63.30
Urban Enviro,,URBAN,Other Utilities,Waste Management,153.20,53.07,132.67,155.77,25.69,16.49,17.76,11.32,3.24,0.13,13.12,0.71,38.31,36.95,0.65,52.25,5.23,0.00,11.69,0.00,-0.02,1.55,55.83
Vedant Fashions,543463,MANYAVAR,Retailing,Speciality Retail,582.75,41.07,14159.26,1423.06,639.31,44.93,46.35,36.74,8.23,4.91,14.35,0.27,22.26,990.30,90.20,643.38,59.97,186.48,3.90,-0.15,-0.12,0.81,55.26
Vertoz,,VERTOZ,Media,Advertising & Media Agencies,73.97,54.70,630.45,274.13,41.09,14.99,15.00,23.02,2.75,0.39,10.65,0.08,13.99,108.61,6.36,56.03,37.23,0.00,5.20,0.00,-0.62,0.55,51.40
Websol Energy,517498,WEBELSOLAR,Electrical Equipment,Other Electrical Equipment,90.63,40.86,3934.82,707.27,321.77,45.49,43.99,19.35,10.05,0.12,35.66,0.41,80.17,45.96,6.91,15.59,63.93,92.66,6.96,-0.18,1.08,0.56,52.08
Wendt India,505412,WENDT,Industrial Products,Abrasives & Bearings,7875.50,40.81,1575.10,237.75,43.33,18.23,22.73,57.09,6.34,5.74,12.37,0.00,15.11,134.84,7.03,51.93,24.28,45.31,2.43,0.46,-0.54,0.01,54.74
Winsol Engineers,,WINSOL,Construction,Civil Construction,156.50,37.33,180.53,134.88,19.23,14.26,15.26,14.91,3.25,0.13,18.35,0.54,34.46,40.35,0.08,40.31,15.73,36.17,8.99,0.00,-0.03,1.59,51.09
