Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Galaxy Bearings,526073,,Industrial Products,Abrasives & Bearings,479.10,16.04,152.35,77.52,10.95,14.13,18.52,24.93,1.42,25.70,9.88,0.25,13.63,66.43,1.11,39.33,7.02,23.50,5.72,0.00,0.00,2.59,56.45
Gem Aromatics,544491,GEMAROMA,Chemicals & Petrochemicals,Specialty Chemicals,167.48,52.92,874.87,503.95,88.45,17.55,17.55,21.34,1.92,1.09,11.81,0.32,20.73,221.06,1.69,92.98,47.72,226.44,8.41,,,1.74,52.09
Genesys Intl.,506109,GENESYS,IT - Services,IT Enabled Services,443.85,51.85,1853.97,331.07,151.83,45.86,46.00,31.57,2.71,-9.54,7.94,0.21,10.76,390.92,7.06,209.38,33.94,0.00,5.11,-0.04,-0.15,1.51,57.93
Gensol Engineer.,542851,GENSOL,Electrical Equipment,Other Electrical Equipment,26.43,35.71,101.61,1451.84,329.58,22.70,23.86,0.99,0.17,0.01,3.16,2.33,22.38,224.48,3.86,308.51,167.81,3.88,24.17,0.14,4.25,4.66,96.68
Go Fashion (I),543401,GOCOLORS,Retailing,Speciality Retail,452.55,30.21,2444.18,866.54,267.57,30.88,31.95,27.69,3.30,0.72,7.65,0.72,14.32,441.59,24.99,126.23,38.20,241.67,5.89,0.43,-1.08,3.25,55.98
GRP,509152,GRPLTD,Industrial Products,Rubber,1700.40,38.30,906.88,548.71,66.04,12.04,12.51,32.93,5.01,0.47,8.28,1.12,17.44,48.41,2.36,95.87,20.08,49.73,4.63,-0.38,-0.01,3.96,51.89
H.G. Infra Engg.,541019,HGINFRA,Construction,Civil Construction,763.15,38.89,4973.53,5012.43,991.58,19.78,20.93,12.35,1.61,1.36,7.01,1.84,18.28,1301.98,39.51,444.24,1177.16,419.98,8.31,-0.04,-0.11,6.55,51.11
Hi-Green Carbon,,HIGREEN,Other Utilities,Waste Management,170.25,61.09,425.45,129.70,22.71,17.51,20.00,40.33,4.66,,8.14,0.62,12.38,21.39,3.01,9.04,17.01,29.27,3.23,-0.01,-0.29,3.64,50.06
Indian Emuls,,IEML,Chemicals & Petrochemicals,Specialty Chemicals,88.00,35.33,161.33,126.71,24.47,19.31,19.38,9.72,1.74,0.02,14.67,0.35,24.08,64.26,0.52,58.94,10.77,28.01,11.99,1.81,-0.06,1.43,57.89
Indo Tech.Trans.,532717,INDOTECH,Electrical Equipment,Heavy Electrical Equipment,1556.00,41.09,1652.47,730.19,99.87,13.68,13.83,19.63,5.09,0.27,15.50,0.04,25.66,253.35,18.51,153.74,82.34,169.01,7.25,0.19,0.01,0.10,58.98
Indo US Bio-Tech,541304,INDOUS,Agricultural Food & other Products,Other Agricultural Products,122.67,45.62,245.98,118.56,19.75,16.66,18.24,14.57,2.84,0.32,17.85,0.32,23.03,77.75,0.17,33.39,1.10,60.87,6.88,0.00,0.00,1.47,62.26
Insolation Ener,543620,,Power,Power Generation,135.85,44.02,2994.06,1498.48,182.38,12.17,12.09,20.65,4.35,0.13,22.76,0.37,34.87,206.93,20.69,237.65,139.18,181.77,6.13,0.13,-0.15,1.36,63.43
Kamdhenu,532741,KAMDHENU,Industrial Products,Iron & Steel Products,25.11,51.76,707.81,759.70,89.21,11.74,10.09,10.16,1.94,0.32,18.66,0.00,21.99,276.67,10.28,52.44,20.22,10.53,13.67,-0.32,-1.91,0.01,52.31
Kay Cee,,KCEIL,Construction,Civil Construction,141.15,31.84,172.54,198.15,34.55,17.44,17.78,8.12,1.85,0.11,12.27,0.59,32.11,89.54,0.69,38.27,24.25,37.76,16.63,-9.48,-0.81,1.56,65.43
Kaytex Fabrics,,KAYTEX,Textiles & Apparels,Garments & Apparels,73.80,39.76,108.48,157.63,31.13,19.75,20.01,6.08,1.01,0.10,15.31,0.40,40.49,93.42,1.04,49.83,20.26,54.31,23.54,,,1.55,52.96
Kimia Bioscien.,530313,,Pharmaceuticals & Biotechnology,Pharmaceuticals,31.82,51.52,150.55,125.92,18.23,14.48,17.03,18.40,13.00,0.28,9.10,3.11,186.78,-6.20,1.38,28.18,47.87,34.65,8.61,0.00,0.00,2.26,63.36
KNR Construct.,532942,KNRCON,Construction,Civil Construction,166.17,55.35,4673.28,3082.53,852.58,27.66,33.86,6.78,0.98,0.15,17.05,0.49,27.24,2574.81,54.70,874.47,261.32,158.57,14.07,-3.59,0.46,2.43,53.45
Kore Digital,,KDL,Telecom - Services,Telecom - Infrastructure,171.90,50.38,206.69,493.81,72.86,14.75,14.49,4.27,1.58,,16.13,0.05,35.48,72.22,0.11,224.09,151.17,13.59,31.00,-0.14,0.00,0.10,73.04
Lakshya Powertec,,LAKSHYA,Construction,Civil Construction,124.30,51.17,125.34,182.10,23.29,12.79,14.15,8.21,1.24,0.06,13.54,0.57,25.41,92.16,1.16,60.13,22.83,55.87,13.29,-1.44,-0.19,2.43,63.86
Laxmi Dental,544339,LAXMIDENTL,Healthcare Equipment & Supplies,Medical Equipment & Supplies,270.60,48.15,1487.28,260.21,42.08,16.17,17.84,57.74,6.49,0.83,12.31,0.04,21.88,91.80,6.74,42.24,8.91,19.09,2.23,-2.45,-1.20,0.27,53.66
Likhitha Infra.,543240,LIKHITHA,Construction,Civil Construction,185.29,42.16,730.97,486.44,83.04,17.07,18.49,12.11,1.83,0.80,17.94,0.00,20.29,367.03,4.86,82.73,32.74,173.00,12.51,0.00,0.00,0.01,50.14
Magellanic Cloud,538891,MCLOUD,IT - Software,Computers - Software & Consulting,25.12,28.53,1479.74,636.17,211.53,33.25,34.26,13.80,2.54,0.27,12.17,0.47,22.23,180.08,4.68,293.79,39.80,18.55,10.12,0.00,0.04,1.57,76.17
Man Infra,533169,MANINFRA,Construction,Civil Construction,126.17,39.58,5093.06,867.78,244.55,28.18,27.13,18.76,2.33,1.98,14.42,0.01,17.49,1867.29,160.27,55.80,51.16,576.26,8.48,-0.09,0.93,0.08,51.14
Manoj Ceramic,544073,,Consumer Durables,Ceramics,100.00,47.95,137.07,179.73,24.48,13.62,13.76,11.22,0.97,0.09,7.31,0.45,16.23,139.71,0.23,99.55,16.61,58.93,12.80,0.00,2.82,2.39,56.23
Maxposure,,MAXPOSURE,Entertainment,Media & Entertainment,44.95,35.88,102.22,77.69,11.01,14.17,16.94,11.93,1.43,,9.76,0.12,12.87,27.13,0.77,21.70,4.47,0.95,11.13,-0.65,-0.91,0.81,56.34
Mazda,523792,MAZDA,Industrial Manufacturing,Industrial Products,213.13,34.33,426.79,200.77,32.27,16.07,15.50,16.76,1.81,3.13,9.84,0.00,11.24,159.49,6.21,39.83,29.53,66.81,8.24,0.00,-0.07,0.00,50.31
Mehai Technology,540730,,Commercial Services & Supplies,Trading & Distributors,1.77,35.10,131.17,147.63,17.41,11.79,11.09,14.24,0.93,0.07,7.49,0.36,10.63,52.89,0.65,34.28,5.74,23.67,9.79,0.00,0.00,2.97,90.81
Meta Infotech,544441,,IT - Services,IT Enabled Services,121.65,48.66,229.69,218.82,25.11,11.48,11.48,17.05,3.15,0.24,23.82,0.44,42.60,44.02,-1.11,198.77,142.72,23.43,9.41,,,1.35,51.34
Monarch Surve.,544453,,Commercial Services & Supplies,Consulting Services,210.25,37.53,297.63,176.64,57.92,32.79,33.16,7.54,1.42,0.08,27.84,0.06,38.11,48.37,2.43,52.99,8.66,0.00,18.40,,,0.24,51.67
Motisons Jewel,544053,MOTISONS,Consumer Durables,"Gems, Jewellery And Watches",14.92,26.84,1469.41,441.57,83.55,18.92,14.81,26.29,3.32,0.61,8.78,0.12,11.64,443.67,0.22,1.81,20.92,498.11,5.43,0.00,-0.02,0.67,51.86
Newgen Software,540900,NEWGEN,IT - Software,Computers - Software & Consulting,826.25,37.32,11759.01,1532.45,392.92,25.64,25.30,35.76,7.35,1.51,16.52,0.03,22.50,1287.10,65.11,514.75,64.27,0.00,3.70,0.12,-1.52,0.12,54.07
Owais Metal,,OWAIS,Ferrous Metals,Ferro & Silica Manganese,263.05,25.30,478.29,230.90,66.74,28.90,30.93,9.48,3.49,,34.54,0.21,55.32,108.67,-2.02,116.08,21.13,45.25,13.03,-0.05,-0.02,0.43,78.51
Par Drugs & Che.,,PAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.36,49.77,122.26,98.42,13.48,13.70,19.31,12.62,1.15,1.16,11.38,0.00,13.62,44.92,3.38,17.63,9.02,5.28,14.92,0.00,0.00,0.00,54.84
PC Jeweller,534809,PCJEWELLER,Consumer Durables,"Gems, Jewellery And Watches",9.15,30.34,6705.57,2888.63,562.32,19.47,17.65,10.92,0.92,0.21,7.38,0.22,12.68,6502.94,197.72,1002.07,14.80,6913.32,9.06,-0.84,1.54,2.15,53.44
Prakash Pipes,542684,PPL,Industrial Products,Plastic Products - Industrial,236.92,38.81,566.67,759.86,85.02,11.19,15.56,10.68,1.24,0.51,15.49,0.03,20.50,319.07,5.07,88.63,41.48,76.80,22.78,0.00,-0.46,0.16,53.54
Premier Polyfilm,514354,PREMIERPOL,Industrial Products,Plastic Products - Industrial,41.26,47.28,432.17,272.69,41.32,15.15,14.29,16.45,3.27,0.43,17.57,0.00,24.45,69.94,0.00,34.05,9.55,31.53,8.50,0.00,-0.02,0.00,51.78
Pudumjee Paper,539785,PDMJEPAPER,"Paper, Forest & Jute Products",Paper & Paper Products,92.59,29.52,879.14,787.35,111.25,14.13,15.43,9.60,1.39,0.35,12.18,0.02,16.74,311.89,28.23,78.26,65.18,143.40,14.37,0.00,-0.17,0.09,54.57
Rainbow Foundat.,531694,,Realty,"Residential, Commercial Projects",50.19,27.67,249.03,176.16,43.93,24.94,25.31,31.56,3.01,0.17,1.18,6.99,10.51,77.50,0.97,71.69,55.48,642.45,5.42,0.00,0.00,12.99,63.93
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,Industrial Products,63.29,35.57,1130.84,323.30,67.20,20.79,18.37,20.98,3.45,0.57,13.72,0.05,26.12,101.69,8.12,21.93,49.89,141.68,6.99,2.10,2.22,0.25,74.17
Ramkrishna Forg.,532527,RKFORGE,Auto Components,Auto Components & Equipments,507.55,44.55,9188.21,3943.78,484.12,12.28,13.90,41.20,3.00,1.51,6.93,0.89,14.40,134.02,24.48,941.43,825.65,1301.82,1.69,-0.10,-1.74,13.61,50.24
Raymond Realty,544420,RAYMONDREL,Realty,"Residential, Commercial Projects",506.55,52.90,3372.29,565.18,61.03,10.80,10.80,46.65,2.51,,1.65,0.42,72.31,2674.02,2.12,103.10,520.26,2367.27,1.64,-1.84,-4.33,9.25,51.99
Refex Industries,532884,REFEX,Chemicals & Petrochemicals,Industrial Gases,250.85,30.67,3439.89,2136.51,222.99,10.44,8.50,19.62,2.57,,12.19,0.14,18.91,1090.70,38.19,583.37,204.11,59.97,7.68,-0.02,-0.26,0.70,53.02
Regaal Resources,544485,REGAAL,Agricultural Food & other Products,Other Agricultural Products,68.16,29.41,700.16,915.16,112.79,12.32,12.32,13.65,1.53,0.61,6.59,1.09,25.21,135.60,2.42,19.95,83.79,106.60,10.03,,,4.92,53.22
Revathi Equip,544246,RVTH,Industrial Manufacturing,Industrial Products,714.10,38.38,219.01,151.89,17.93,11.80,16.82,20.96,1.72,1.17,8.49,0.42,17.37,74.03,11.94,7.97,22.77,63.33,10.16,0.00,0.00,1.94,67.47
RMC Switchgears,540358,,Electrical Equipment,Other Electrical Equipment,421.40,34.85,443.60,406.48,65.97,16.23,16.67,10.92,3.51,0.04,14.83,0.59,37.54,94.01,1.85,91.50,56.81,28.22,12.61,0.21,-0.22,1.16,62.34
Rockingdeals Cir,,ROCKINGDCE,Commercial Services & Supplies,Trading & Distributors,272.00,78.86,225.73,83.60,13.72,16.41,19.01,30.71,5.07,0.13,11.52,0.21,14.40,28.01,0.12,12.70,2.43,28.11,4.49,0.00,0.00,0.91,52.08
Route Mobile,543228,ROUTE,Telecom - Services,Other Telecom Services,702.15,51.38,4423.38,4529.04,481.56,10.63,11.56,15.07,1.75,0.58,9.55,0.01,14.48,1651.09,-101.73,968.51,595.32,0.00,13.26,-0.67,-0.62,0.05,51.56
Sahana Systems,,SAHANA,IT - Services,IT Enabled Services,823.40,27.34,727.65,228.97,74.35,32.47,33.58,11.52,3.60,,22.79,0.07,30.52,156.48,5.85,72.23,25.65,1.99,10.82,0.04,-0.04,0.18,60.03
Shivalic Power,,SPCL,Electrical Equipment,Other Electrical Equipment,90.90,63.33,219.21,133.07,17.08,12.84,14.22,19.71,1.86,0.21,11.33,0.04,16.12,101.77,1.37,41.99,14.53,61.61,8.05,-2.07,-0.21,0.27,62.86
Shradha Infrapr.,,SHRADHA,Realty,"Residential, Commercial Projects",37.63,33.74,304.79,110.26,31.41,28.49,26.77,15.45,1.90,0.10,5.41,1.15,12.73,198.07,10.88,46.80,11.86,240.37,8.64,0.00,0.00,4.83,53.20
Shree Ganesh Rem,540737,,Pharmaceuticals & Biotechnology,Pharmaceuticals,453.90,52.31,582.70,106.47,36.71,34.48,36.10,28.51,3.79,1.49,12.53,0.24,17.01,63.74,4.35,24.57,9.51,22.14,5.11,0.00,0.00,1.21,52.22
Silicon Rental,543615,,Commercial Services & Supplies,Diversified Commercial Services,109.70,24.51,125.27,108.68,42.58,39.18,44.34,11.92,1.20,1.66,12.98,0.04,15.26,56.67,0.63,31.41,0.00,0.54,15.30,0.00,0.00,0.30,61.28
Solarium Green,544354,,Construction,Civil Construction,235.55,41.58,491.47,265.01,27.70,10.45,11.40,24.23,3.25,0.22,11.93,0.77,23.01,143.14,3.59,115.78,16.08,52.95,5.74,-3.01,-2.65,3.86,51.33
Sterling Tools,530759,STERTOOLS,Auto Components,Auto Components & Equipments,272.10,44.23,984.58,860.63,91.00,10.57,10.72,23.57,1.86,0.72,7.77,0.32,12.28,203.30,23.11,94.13,61.30,145.32,6.44,-0.70,0.10,2.52,56.08
Suraj Estate,544054,SURAJEST,Realty,"Residential, Commercial Projects",261.70,50.85,1250.23,583.36,190.23,32.61,36.91,13.49,1.31,0.24,6.53,0.57,13.98,1398.64,4.19,67.73,46.18,909.27,10.76,-0.52,-0.48,2.89,59.61
Suratwwala Busi.,543218,SBGLP,Realty,"Residential, Commercial Projects",35.85,55.72,621.70,66.58,26.29,39.49,39.83,30.76,7.57,0.72,6.81,0.79,16.75,107.45,2.01,14.48,22.01,142.57,3.99,0.00,0.00,2.39,74.37
Suyog Gurbaxani,543391,,Construction,Civil Construction,125.10,51.68,311.03,57.39,23.70,41.30,33.05,21.84,10.09,0.45,6.77,5.24,43.19,138.75,0.01,1.28,9.08,0.96,4.29,0.00,0.00,9.45,52.31
Suyog Telematics,537259,SUYOG,Telecom - Services,Telecom - Infrastructure,581.60,30.72,650.79,202.71,121.27,59.82,57.19,17.59,1.50,-26.25,6.90,0.54,11.61,94.76,4.41,60.89,19.57,7.16,8.24,-0.08,-1.80,3.24,68.24
Swastika Investm,530585,,Capital Markets,Stockbroking & Allied,75.37,42.76,151.48,115.91,24.91,21.49,25.21,11.71,1.16,0.46,5.64,0.18,20.72,60.91,0.67,28.38,249.65,2.72,-37.17,0.00,0.00,0.97,64.53
T R I L,532928,TARIL,Electrical Equipment,Heavy Electrical Equipment,283.50,45.27,8509.70,2225.20,355.78,15.99,16.24,34.36,6.33,0.23,12.75,0.27,23.45,814.58,53.37,527.05,320.01,632.40,4.36,-0.09,0.27,0.97,56.40
TBI Corn,,TBI,Agricultural Food & other Products,Other Agricultural Products,86.05,50.11,156.25,254.32,28.91,11.37,11.26,9.54,1.40,,9.68,0.78,18.90,88.97,1.88,59.95,0.74,73.03,12.25,-0.61,-0.02,3.13,55.55
Trident Techlabs,,TECHLABS,IT - Software,Computers - Software & Consulting,329.15,43.12,568.81,119.00,29.45,24.75,24.53,29.29,8.40,0.18,12.09,0.26,21.96,69.84,0.73,51.06,10.04,2.31,5.08,-2.34,-0.18,0.61,80.29
Trust Fintech,,TRUST,IT - Software,Software Products,47.15,36.03,112.34,34.86,9.86,28.28,31.32,13.80,0.98,0.16,10.55,0.00,11.57,69.88,4.07,20.23,1.50,0.77,10.54,-0.71,-0.01,0.00,72.75
Tuticorin Alkali,506808,,Chemicals & Petrochemicals,Commodity Chemicals,52.02,43.94,633.79,318.90,70.52,22.11,20.06,20.08,3.95,0.41,9.44,0.59,40.21,-90.54,3.39,19.98,87.75,69.93,9.02,0.00,0.08,1.43,51.70
Twamev Constr.,532738,TICL,Construction,Civil Construction,22.29,26.34,345.50,88.91,30.16,33.92,33.14,3.42,1.12,0.02,14.59,1.14,36.37,-184.68,35.52,48.65,13.46,33.18,15.72,-0.01,0.00,3.24,62.37
Upsurge Invest.,531390,,Finance,Non Banking Financial Company (NBFC),69.32,41.77,139.13,99.66,12.70,12.74,17.58,13.01,1.24,0.70,19.53,0.23,20.45,64.89,2.20,0.17,0.00,32.89,10.95,0.00,0.00,1.75,62.51
Urban Enviro,,URBAN,Other Utilities,Waste Management,154.00,54.60,133.36,155.77,25.69,16.49,17.76,11.38,3.26,0.13,13.12,0.71,38.31,36.95,0.65,52.25,5.23,0.00,11.64,0.00,-0.02,1.55,55.60
Vedant Fashions,543463,MANYAVAR,Retailing,Speciality Retail,576.35,38.67,14003.75,1423.06,639.31,44.93,46.35,36.33,8.14,4.85,14.35,0.27,22.26,990.30,90.20,643.38,59.97,186.48,3.94,-0.15,-0.12,0.81,55.75
Vertoz,,VERTOZ,Media,Advertising & Media Agencies,70.63,41.39,601.98,274.13,41.09,14.99,15.00,21.98,2.63,0.37,10.65,0.08,13.99,108.61,6.36,56.03,37.23,0.00,5.44,0.00,-0.62,0.55,53.59
VVIP Infratech,544219,,Other Utilities,Waste Management,120.50,36.15,300.88,392.99,75.37,19.18,21.09,8.16,1.39,0.08,12.43,0.72,23.34,319.73,3.05,162.67,86.77,364.34,18.04,0.27,-0.04,2.04,50.57
Websol Energy,517498,WEBELSOLAR,Electrical Equipment,Other Electrical Equipment,90.50,40.72,3929.18,707.27,321.77,45.49,43.99,19.32,10.04,0.12,35.66,0.41,80.17,45.96,6.91,15.59,63.93,92.66,6.97,-0.18,1.08,0.56,52.15
Wendt India,505412,WENDT,Industrial Products,Abrasives & Bearings,7725.00,36.84,1545.00,237.75,43.33,18.23,22.73,56.00,6.22,5.63,12.37,0.00,15.11,134.84,7.03,51.93,24.28,45.31,2.47,0.46,-0.54,0.01,55.60
Winsol Engineers,,WINSOL,Construction,Civil Construction,156.60,37.54,180.64,134.88,19.23,14.26,15.26,14.92,3.25,0.13,18.35,0.54,34.46,40.35,0.08,40.31,15.73,36.17,8.99,0.00,-0.03,1.59,51.06
